contig	length	gc	case.fre	case.mean.depth	case.mean.cov	control.fre	control.mean.depth	control.mean.cov	annotation	human	Specy
k61_879	218	0.463302752293578	1	0.244017946161515	0.0588235294117647	1	0.00243502746618659	0.00124059456215667	N	N	Caudoviricetes sp.
k61_1445	1040	0.509615384615385	2	1.7000739939869	0.0631098076814618	62	0.816362095130566	0.0382863209792567	N	N	Klebsiella pneumoniae
k61_876	3127	0.51998720818676	1	5.11285883695441	0.0588235294117647	160	2.54127498621104	0.0197928293988741	N	N	Torque teno virus
k61_442	547	0.327239488117002	1	0.620460358056265	0.0585677749360614	19	0.0475826387990963	0.00876258214651221	N	N	Candida albicans
k61_688	476	0.418067226890756	1	0.741908246552212	0.0588235294117647	14	0.0394743555864225	0.00683152371693326	N	N	Candida albicans
k61_904	225	0.551111111111111	2	0.440998738676757	0.0786893704850361	34	0.515892205616666	0.0307598845964792	N	N	Klebsiella pneumoniae
k61_921	440	0.584090909090909	2	0.393193593464474	0.0690479352011685	48	0.820813480571519	0.0363493360780503	N	N	Klebsiella pneumoniae
k61_149	419	0.601431980906921	2	0.599461896270062	0.0796337402885682	48	0.922078217783368	0.0365232659594115	N	N	Klebsiella pneumoniae
k61_7	225	0.413333333333333	3	0.21475766133897	0.113548468404952	204	0.151400015582941	0.106810820045307	N	N	Pipistrellus kuhlii
k61_605	337	0.537091988130564	1	0.547072729801141	0.0588235294117647	58	1.41894395729901	0.0445542931071453	N	N	Klebsiella pneumoniae
k61_176	213	0.47887323943662	4	0.564840929257932	0.180072871479493	168	0.228625209833983	0.102480477602064	N	N	NA
k61_1539	859	0.376018626309662	1	0.695762175838076	0.0588235294117647	26	0.0395734575168482	0.0076991216953358	N	N	Candida tropicalis MYA-3404
k61_158	210	0.619047619047619	1	0.30828331332533	0.0588235294117647	40	0.786180905292363	0.0360255586444666	N	N	Klebsiella pneumoniae
k61_570	252	0.595238095238095	2	0.677075316107753	0.0705882352941176	41	0.593130746030086	0.0337485070985986	N	N	Klebsiella pneumoniae
k61_1739	368	0.489130434782609	2	0.60112638226825	0.0878017599470887	48	1.15023395287584	0.0384146710286381	N	N	Klebsiella pneumoniae
k61_226	295	0.254237288135593	4	0.310576183866762	0.148828426365206	267	0.224651346186988	0.120302656043839	N	N	NA
k61_471	259	0.393822393822394	1	0.329756658363671	0.0563326307721786	12	0.0371925541344116	0.00753175115827882	N	N	Spathaspora passalidarum NRRL Y-27907
k61_216	280	0.478571428571429	2	0.373842944706524	0.0709033728057508	53	1.13245147287571	0.043014667274886	N	N	Klebsiella pneumoniae
k61_1653	287	0.588850174216028	1	0.310144417048256	0.0588235294117647	58	1.03381862797318	0.0447640007130777	N	N	Klebsiella pneumoniae
k61_1113	256	0.49609375	1	0.375901328273245	0.0588235294117647	36	0.349734879463756	0.0312530230009529	N	N	Klebsiella pneumoniae
k61_1648	278	0.539568345323741	2	0.393355248132495	0.0783620868842237	39	1.13444530352102	0.036022389809886	N	N	Klebsiella pneumoniae
k61_606	243	0.432098765432099	1	0.545272033728167	0.0588235294117647	19	0.0562967270378798	0.0109458100213505	N	N	Saccharomyces cerevisiae
k61_509	391	0.61381074168798	1	0.494362745098039	0.0573529411764706	41	0.775668122634462	0.0333500950252628	N	N	Klebsiella pneumoniae
k61_929	246	0.536585365853659	2	0.631618267750659	0.0765414599574769	47	1.00892449445315	0.0413474915883215	N	N	Klebsiella pneumoniae
k61_1573	670	0.4	1	1.16710684273709	0.0588235294117647	21	0.0517201078324073	0.00917951285823332	N	N	Fusarium oxysporum f. sp. lycopersici 4287
k61_1204	371	0.55256064690027	2	0.429956067026943	0.0709342560553633	55	0.973542617640089	0.0417412126363858	N	N	Klebsiella pneumoniae
k61_1193	239	0.602510460251046	2	0.269897341816621	0.0775401069518716	37	0.692096989549716	0.0334871980025609	N	N	Klebsiella pneumoniae
k61_1549	215	0.590697674418605	2	0.34156778263064	0.0796006475984889	40	0.71404336306977	0.0357721656679898	N	N	Klebsiella pneumoniae
k61_137	410	0.363414634146341	1	0.551125919117647	0.0588235294117647	20	0.0487083517728007	0.00927706219723555	N	N	Candida albicans
k61_1313	402	0.380597014925373	1	0.617058823529412	0.0588235294117647	22	0.0574439313534685	0.0105079439364625	N	N	Saccharomyces uvarum
k61_1291	233	0.630901287553648	1	0.226244343891403	0.0588235294117647	54	1.11484263755598	0.0424993169444146	N	N	Klebsiella pneumoniae
k61_1471	218	0.412844036697248	2	0.332995075858398	0.0793186052701624	37	0.733767205704123	0.0344984928977293	N	N	Klebsiella pneumoniae
k61_1635	826	0.406779661016949	5	0.67507600610211	0.171795983675495	515	0.481251410749058	0.221672471822697	N	N	Ralstonia solanacearum
k61_1205	217	0.516129032258065	2	0.512200849921718	0.0794117647058824	41	0.842504121412291	0.0384522995935664	N	N	Klebsiella pneumoniae
k61_321	204	0.367647058823529	1	0.346460618145563	0.0588235294117647	8	0.0300043347217838	0.00640801377652572	N	N	Vanessa atalanta
k61_99	217	0.47926267281106	2	0.393931328187384	0.0986867935919362	37	0.893414630269088	0.0375940027749234	N	N	Klebsiella pneumoniae
k61_950	242	0.578512396694215	2	0.32917180383326	0.0929946030031621	39	1.19955299163742	0.0371050078462188	N	N	Klebsiella pneumoniae
k61_453	890	0.548314606741573	2	1.33937158289968	0.0638297872340425	69	1.05100953124057	0.0417364102113734	N	N	Klebsiella pneumoniae
k61_262	378	0.481481481481481	1	0.189251997095134	0.0588235294117647	1	0.00450827509883406	0.00124777015948258	N	N	Bacteriophage sp.
k61_813	478	0.332635983263598	1	0.780412164865947	0.0588235294117647	4	0.0373485206154319	0.00373144015201735	N	N	Human respiratory syncytial virus B
k61_1068	261	0.386973180076628	1	0.42862495316598	0.0582615211689771	10	0.0288834711175068	0.00689154822400256	N	N	Candidozyma auris
k61_911	699	0.553648068669528	2	0.832150949942995	0.0850041425020712	77	1.39585622162965	0.0447574660815031	N	N	Klebsiella pneumoniae
k61_239	1091	0.59211732355637	2	0.719737315712478	0.062963759544037	62	0.964704750769771	0.0383930854025485	N	N	Klebsiella pneumoniae
k61_830	353	0.58356940509915	2	0.321895424836601	0.0875816993464052	45	0.756458496374564	0.0349113127936316	N	N	Klebsiella pneumoniae
k61_804	888	0.369369369369369	1	1.45029966703662	0.0588235294117647	20	0.0545238973403351	0.0067650931099508	N	N	Candidozyma auris
k61_148	489	0.474437627811861	1	0.245849367784497	0.0588235294117647	1	0.00271547924779447	0.00104148408942538	N	N	Caudoviricetes sp.
k61_124	822	0.519464720194647	3	0.963486320722077	0.0865401133715518	74	1.29741474560985	0.0466802733507516	N	N	Klebsiella pneumoniae
k61_1600	595	0.546218487394958	1	1.31406355645706	0.0588235294117647	50	0.94586403474837	0.039946347218043	N	N	Klebsiella pneumoniae
k61_1063	218	0.339449541284404	1	0.342099192618224	0.0588235294117647	9	0.0207546634801989	0.00539169957698096	N	N	Pichia kudriavzevii
k61_1674	226	0.544247787610619	2	0.456776871332475	0.0980392156862745	40	1.02115964830886	0.0363453362525443	N	N	Klebsiella pneumoniae
k61_1740	855	0.598830409356725	2	0.809233325078918	0.0651162790697675	56	1.05315048771726	0.0383640544940375	N	N	Klebsiella pneumoniae
k61_1447	210	0.628571428571429	1	0.678122934567088	0.0588235294117647	37	0.929194284518094	0.0341741401813592	N	N	Klebsiella pneumoniae
k61_757	234	0.551282051282051	2	0.517267398337772	0.0945114447452621	44	1.04903180056396	0.0372714233535239	N	N	Klebsiella pneumoniae
k61_514	232	0.448275862068966	3	0.448214219615854	0.131843563820099	308	0.393405620638953	0.165032073347143	N	N	NA
k61_847	235	0.434042553191489	1	0.554821928771508	0.0588235294117647	8	0.0298005859589553	0.00702774401925846	N	N	Candida albicans
k61_846	210	0.404761904761905	1	0.280484726079273	0.0588235294117647	4	0.775254603310283	0.00490335923329115	N	N	Klebsiella pneumoniae
k61_1156	228	0.504385964912281	4	0.627245117931948	0.163220651800043	317	0.328788511206565	0.16570049347099	N	N	NA
k61_1612	528	0.575757575757576	2	0.420587713377082	0.079934029686641	55	0.921322791689219	0.040594944198648	N	N	Klebsiella pneumoniae
k61_907	687	0.409024745269287	5	0.698723492956048	0.170223904980409	508	0.629471781111199	0.304006125565015	N	N	NA
k61_1160	223	0.569506726457399	1	0.615658362989324	0.0588235294117647	39	0.965448111136391	0.0369340399400525	N	N	Klebsiella pneumoniae
k61_1025	393	0.623409669211196	2	0.49019174055008	0.0765592669228495	49	1.0075706543433	0.0367871070074409	N	N	Klebsiella pneumoniae
k61_831	206	0.495145631067961	2	0.277771401640485	0.0912034538586076	148	0.132855526840059	0.084154354266739	N	N	NA
k61_1049	280	0.428571428571429	1	0.990121239335429	0.0588235294117647	11	0.0288575684209531	0.00581502287599289	N	N	Lactobacillus gasseri
k61_493	265	0.577358490566038	1	0.445431002589715	0.0569737328893822	35	0.49782099819366	0.0301797458854949	N	N	Klebsiella pneumoniae
k61_198	280	0.467857142857143	3	0.753322568845319	0.151492746069287	331	0.406905478577344	0.158176830411086	N	N	NA
k61_1222	384	0.333333333333333	1	0.533142643949758	0.0588235294117647	13	0.0385769119416717	0.00718603189285364	N	N	Abrus precatorius
k61_347	209	0.339712918660287	1	0.255150161330355	0.0583271283196823	11	0.0252218054095318	0.00677306974210857	N	N	Candidozyma auris
k61_682	507	0.42603550295858	1	0.892014363885088	0.0588235294117647	22	0.0561997652765515	0.00887991519649937	N	N	Saccharomyces cerevisiae
k61_889	468	0.587606837606838	2	0.450793056075934	0.0684401148994629	66	1.00989497500084	0.0428543168508593	N	N	Klebsiella pneumoniae
k61_917	258	0.496124031007752	1	0.191123380760246	0.0588235294117647	1	0.00365528307081755	0.00126273415173697	N	N	Caudoviricetes sp.
k61_30	277	0.303249097472924	1	1.06396491758657	0.0588235294117647	18	0.101437470361692	0.0104791334944913	N	N	Scheffersomyces amazonensis
k61_324	400	0.485	2	1.20933399281149	0.0956061256619436	62	1.32558649896218	0.0475961697102309	N	N	Klebsiella pneumoniae
k61_916	237	0.578059071729958	2	0.429390112935634	0.0776960784313725	62	1.08556980319297	0.0510094999960959	N	N	Klebsiella pneumoniae
k61_1076	326	0.524539877300613	2	0.393313235317138	0.0833481428825306	46	1.01923445412544	0.0410418625289689	N	N	Klebsiella pneumoniae
k61_1453	252	0.317460317460317	1	0.340736294517807	0.0588235294117647	13	0.0455398168401111	0.00732562722142796	N	N	Candida metapsilosis
k61_372	740	0.545945945945946	2	2.16962401500534	0.0709830240821161	56	1.3601872860376	0.0403709197628664	N	N	Klebsiella pneumoniae
k61_1043	219	0.557077625570776	2	0.308281397814947	0.0888152981220583	40	0.903479312806649	0.0346312775600146	N	N	Klebsiella pneumoniae
k61_1267	411	0.583941605839416	2	0.406986782567278	0.0805995475113122	49	1.12514533053475	0.0393103861125525	N	N	Klebsiella pneumoniae
k61_1579	282	0.436170212765957	3	0.660918874154168	0.158573180632004	291	0.393065218960759	0.144914297935264	N	N	NA
k61_1655	243	0.337448559670782	1	0.335627868168544	0.0588235294117647	7	0.023377266060065	0.00557210739497037	N	N	Candida albicans SC5314
k61_1308	2761	0.377399492937342	1	1.19439917024743	0.0588235294117647	5	0.0304282410414283	0.00276573906928792	N	N	Klebsiella pneumoniae
k61_503	200	0.44	1	0.310206133735545	0.0588235294117647	47	0.896341531986888	0.0426828297260848	N	N	Klebsiella pneumoniae
k61_1342	202	0.341584158415842	1	0.335115864527629	0.0588235294117647	8	0.0117674949969642	0.00466267794814578	N	N	Lactobacillus gasseri
k61_1347	412	0.41747572815534	1	0.505564387917329	0.0588235294117647	17	0.0831070421704297	0.00916315266695999	N	N	Candida albicans SC5314
k61_1300	242	0.615702479338843	2	0.590522110483538	0.0773109243697479	37	0.950832422535502	0.0343213627975217	N	N	Klebsiella pneumoniae
k61_26	310	0.574193548387097	2	0.490767642956213	0.0845903963319694	57	1.11153723892884	0.0437300094759891	N	N	Klebsiella pneumoniae
k61_788	263	0.570342205323194	2	0.328577584880106	0.106765783236371	37	1.27483328879859	0.034947261682737	N	N	Klebsiella pneumoniae
k61_1640	371	0.361185983827493	1	0.747118241235888	0.0588235294117647	15	0.0417823082759481	0.00769360232163592	N	N	Candidozyma auris
k61_877	389	0.647814910025707	1	0.421191553544495	0.0588235294117647	55	0.919167486846971	0.0375886420085266	N	N	Klebsiella pneumoniae
k61_165	314	0.426751592356688	4	0.980167244530253	0.168941077369685	374	0.542052814930779	0.177817085612705	N	N	NA
k61_1598	252	0.563492063492063	1	0.324705882352941	0.0588235294117647	39	0.614633762702865	0.0365344439840649	N	N	Klebsiella pneumoniae
k61_671	240	0.3375	1	0.349407607565995	0.0588235294117647	13	0.029352244032635	0.00680352765616192	N	N	Schizosaccharomyces pombe
k61_259	200	0.325	1	0.328538402260468	0.0588235294117647	10	0.0233729423787134	0.00707213018218503	N	N	Candida metapsilosis
k61_413	1206	0.403814262023217	1	0.994239832431488	0.0588235294117647	34	0.0552224122475504	0.00915012428110538	N	N	Saccharomyces paradoxus
k61_76	267	0.573033707865168	1	0.340718105423988	0.0588235294117647	43	0.847151955270386	0.0379625791497285	N	N	Klebsiella pneumoniae
k61_127	963	0.357217030114226	1	0.645134914145541	0.0588235294117647	33	0.0629560949915813	0.0100949280299182	N	N	Candida albicans
k61_1490	915	0.574863387978142	2	0.542056398531145	0.0784313725490196	87	1.23912785880759	0.0473672168469727	N	N	Klebsiella pneumoniae
k61_963	200	0.52	2	0.808347397922052	0.0811359026369168	57	0.859146123532752	0.0456181828640549	N	N	Klebsiella pneumoniae
k61_450	205	0.575609756097561	1	0.362584378013501	0.0588235294117647	35	0.654682741330819	0.0338691801191593	N	N	Klebsiella pneumoniae
k61_701	251	0.314741035856574	1	0.6900871459695	0.0588235294117647	10	0.0259369169959791	0.0063376149496526	N	N	Timema monikensis
k61_1563	230	0.547826086956522	1	0.489576883384933	0.0588235294117647	52	1.0045210914341	0.0411430792048226	N	N	Klebsiella pneumoniae
k61_409	213	0.488262910798122	1	0.188338493292054	0.0588235294117647	1	0.00283590502360319	0.00121538786725851	N	N	Caudoviricetes sp.
k61_888	218	0.637614678899083	2	0.937379235665668	0.0793186052701624	61	0.903066410593159	0.044743188294103	N	N	Klebsiella pneumoniae
k61_454	384	0.533854166666667	2	0.355271129935225	0.0774232572206261	45	0.968804988473208	0.036480842938609	N	N	Klebsiella pneumoniae
k61_779	265	0.377358490566038	1	0.337254901960785	0.0588235294117647	5	0.796736461713134	0.005488096627202	N	N	Klebsiella pneumoniae
k61_981	1842	0.556460369163952	2	1.75046059821616	0.0685480026694632	98	1.26769522566895	0.0452876460560563	N	N	Klebsiella pneumoniae
k61_1382	806	0.548387096774194	2	0.477445251193715	0.0698736685891858	103	1.16748009213877	0.0496683399947946	N	N	Klebsiella pneumoniae
k61_601	374	0.470588235294118	2	0.636261101383434	0.113596927105516	57	1.67469177687494	0.0464832726215707	N	N	Klebsiella pneumoniae
k61_1658	224	0.584821428571429	1	0.439051666293894	0.0588235294117647	40	0.863508396440371	0.0369165846017808	N	N	Klebsiella pneumoniae
k61_311	954	0.507337526205451	2	2.2095847692385	0.0963167698131347	141	1.7319504456872	0.0609304717590613	N	N	Klebsiella pneumoniae
k61_1184	296	0.510135135135135	2	0.45161262272791	0.0739720637418847	48	0.978821113451727	0.0392173210275253	N	N	Klebsiella pneumoniae
k61_1432	602	0.558139534883721	1	0.581057887345919	0.0588235294117647	64	0.968601984668657	0.0404489773376295	N	N	Klebsiella pneumoniae
k61_247	221	0.366515837104072	1	0.439433551198257	0.0575163398692811	6	0.0127392360407903	0.00372189276843291	N	N	Lactobacillus gasseri
k61_845	547	0.572212065813528	1	0.816742081447965	0.0588235294117647	59	1.29554882707646	0.0426960694381334	N	N	Klebsiella pneumoniae
k61_393	282	0.588652482269504	1	0.790315070619276	0.0588235294117647	43	0.817070352118032	0.0356505351236733	N	N	Klebsiella pneumoniae
k61_1322	1096	0.426094890510949	1	0.304861448711716	0.0587263004375304	7	1.26992046341975	0.00552960082455464	N	N	Klebsiella pneumoniae
k61_1700	362	0.585635359116022	2	0.886181859436156	0.0834136933461909	50	1.08627111237266	0.0410021124898525	N	N	Klebsiella pneumoniae
k61_976	635	0.466141732283465	4	0.775879448809146	0.164324587984913	255	0.465296453923511	0.130591621359014	N	N	NA
k61_75	361	0.578947368421053	2	0.479247940410386	0.0879156010230179	44	0.958796957326792	0.0396374385334432	N	N	Klebsiella pneumoniae
k61_486	231	0.614718614718615	1	0.459987528580336	0.058407815422989	33	0.481191304181301	0.0293739094180803	N	N	Klebsiella pneumoniae
k61_1463	216	0.601851851851852	1	0.19327731092437	0.0553633217993079	30	0.664418587242804	0.0303750676049659	N	N	Klebsiella pneumoniae
k61_1281	552	0.53804347826087	2	0.488048242552835	0.114663539834538	66	1.51262226978969	0.0454790923783692	N	N	Klebsiella pneumoniae
k61_689	907	0.520396912899669	2	1.60696058948243	0.0809121881790263	99	1.23001002268525	0.0508996414846534	N	N	Klebsiella pneumoniae
k61_623	341	0.410557184750733	1	0.280169799878714	0.0574590661006671	20	0.0452749434430233	0.0107434343296655	N	N	Saccharomyces cerevisiae
k61_62	272	0.551470588235294	2	0.319397995602107	0.0814240404441735	46	1.18433480638072	0.0423443648629167	N	N	Klebsiella pneumoniae
k61_1044	338	0.550295857988166	2	1.60276717487344	0.0721062618595825	65	1.18938442593	0.0453577937949722	N	N	Klebsiella pneumoniae
k61_873	281	0.473309608540925	4	0.542229269090437	0.154315059747655	395	0.338304249529234	0.202206472046314	N	N	NA
k61_1002	310	0.564516129032258	2	0.798268402496311	0.0790499164965671	49	0.852925150941263	0.039722039345036	N	N	Klebsiella pneumoniae
k61_1537	1537	0.409238776837996	1	4.46649975882583	0.0588235294117647	8	0.562793023899308	0.0107043780675599	N	N	Morbillivirus canis
k61_302	248	0.641129032258065	1	0.485245260895056	0.0588235294117647	43	0.876389531434642	0.0368586729622779	N	N	Klebsiella pneumoniae
k61_1638	989	0.503538928210313	3	3.08863600811645	0.0893383705904001	142	1.90246812529117	0.0592742356869505	N	N	Klebsiella pneumoniae
k61_174	671	0.487332339791356	3	2.87516179702753	0.0995262779737525	151	1.82701345333491	0.0641405609992079	N	N	Klebsiella pneumoniae
k61_1508	243	0.613168724279835	2	0.260850879097026	0.0900863902756675	39	0.946458729244864	0.0351544345716137	N	N	Klebsiella pneumoniae
k61_22	306	0.555555555555556	2	0.485604618288488	0.0905844766021425	50	0.965522064317637	0.0392912967287794	N	N	Klebsiella pneumoniae
k61_1115	247	0.522267206477733	2	0.400241772272252	0.102191530619827	35	0.802728743271771	0.0326816161261892	N	N	Klebsiella pneumoniae
k61_316	207	0.502415458937198	1	0.423215087561742	0.0588235294117647	4	0.0294995461504711	0.00357262498348582	N	N	Klebsiella pneumoniae
k61_294	463	0.423326133909287	1	3.9533734753744	0.0588235294117647	8	0.502897445598378	0.0105817159679255	N	N	NA
k61_1232	207	0.555555555555556	2	0.295236893040478	0.0803921568627451	48	0.951799267040129	0.0414922763969357	N	N	Klebsiella pneumoniae
k61_761	244	0.475409836065574	4	0.194785802175001	0.134548602190667	222	0.199880566120181	0.129154525616487	N	N	Marmota marmota marmota
k61_1343	242	0.640495867768595	1	0.357083678541839	0.0588235294117647	40	0.696135096619144	0.0346586792711231	N	N	Klebsiella pneumoniae
k61_392	400	0.5375	1	0.782232446051047	0.0588235294117647	52	0.925340521181049	0.0396437149814534	N	N	Klebsiella pneumoniae
k61_343	308	0.448051948051948	2	0.763322863540694	0.0733875543786646	44	0.489283723423752	0.025394743291572	N	N	Klebsiella pneumoniae
k61_1250	356	0.547752808988764	2	0.546841344793172	0.0714402752744552	50	1.12145457023815	0.0390353082657566	N	N	Klebsiella pneumoniae
k61_210	452	0.45353982300885	4	0.799694427493446	0.168967049383845	340	0.414174638787976	0.13936299098785	N	N	NA
k61_1252	222	0.472972972972973	4	0.56477888773413	0.177499679354972	190	0.287773996184681	0.111159261950145	N	N	Synchiropus splendidus
k61_249	1554	0.533462033462033	2	1.46021264353959	0.0723172336027062	90	1.0802770029612	0.0492931861450389	N	N	Klebsiella pneumoniae
k61_426	496	0.504032258064516	2	0.589944940744779	0.0786255096097845	71	1.41738970977737	0.0508718853303126	N	N	Klebsiella pneumoniae
k61_1169	204	0.5	2	0.324873102664354	0.0807047456663825	44	0.993058651438159	0.0420606805454268	N	N	Klebsiella pneumoniae
k61_482	211	0.587677725118483	2	0.403755608363333	0.0795146216460658	39	0.888191919930602	0.0364651441775949	N	N	Klebsiella pneumoniae
k61_1474	226	0.314159292035398	1	0.811249752426224	0.0588235294117647	15	0.0769175314081077	0.00789593256179436	N	N	Rhizopus delemar RA 99-880
k61_968	227	0.563876651982379	2	0.594353728113319	0.0785166240409207	55	0.955148790545636	0.043876906311707	N	N	Klebsiella pneumoniae
k61_881	483	0.358178053830228	1	0.58516457153824	0.0588235294117647	3	0.0159203538521062	0.00255942179190729	N	N	Klebsiella pneumoniae
k61_192	220	0.377272727272727	1	0.240512333965844	0.0588235294117647	18	0.0788730542271568	0.0100439780835492	N	N	Saccharomyces cerevisiae
k61_1120	524	0.41412213740458	1	1.25316652420545	0.0588235294117647	31	0.0902766600508898	0.012507490055187	N	N	Saccharomyces cerevisiae
k61_890	556	0.557553956834532	2	0.569763074227585	0.0982795920469764	61	1.32288494737825	0.0459669446120723	N	N	Klebsiella pneumoniae
k61_238	201	0.587064676616915	2	0.26295882872125	0.102798400913764	39	0.813274462922986	0.0362825453925138	N	N	Klebsiella pneumoniae
k61_1589	351	0.584045584045584	2	0.43180805135935	0.0716184778996344	70	0.92880645187666	0.0471142624307612	N	N	Klebsiella pneumoniae
k61_314	339	0.392330383480826	4	1.23236730615882	0.17995151276885	399	0.55417408921672	0.220481643553352	N	N	NA
k61_1486	306	0.630718954248366	2	0.363049580718411	0.073481819912431	46	1.08917720472783	0.0392624260096534	N	N	Klebsiella pneumoniae
k61_1489	250	0.624	2	0.332841159771842	0.0767263427109975	49	0.748160955003058	0.038961891144477	N	N	Klebsiella pneumoniae
k61_767	258	0.507751937984496	2	0.34831069313828	0.0761775974757719	45	0.658998864982587	0.0383647008568376	N	N	Klebsiella pneumoniae
k61_552	329	0.288753799392097	1	0.309093716226648	0.0588235294117647	11	0.0261877655208465	0.00644892880565798	N	N	Candida albicans SC5314
k61_669	284	0.404929577464789	2	0.126180570317957	0.0711075343921771	153	0.102679744081231	0.0715010763323479	N	N	Canis lupus familiaris
k61_1487	412	0.587378640776699	2	0.738939123930213	0.0805473268444068	57	0.939295614858759	0.041714053170715	N	N	Klebsiella pneumoniae
k61_1561	554	0.306859205776173	1	0.671929968092941	0.0588235294117647	25	0.0725693801428274	0.0096736955275897	N	N	Saccharomyces cerevisiae
k61_1606	219	0.54337899543379	2	0.537568729893243	0.0792262851086381	47	1.14078294640405	0.0402017253257456	N	N	Klebsiella pneumoniae
k61_1525	538	0.379182156133829	4	0.535764479800825	0.161125958521108	518	0.524414796683214	0.227211531081555	N	N	NA
k61_1692	1470	0.559863945578231	2	0.770307952438023	0.0676649806842168	89	1.03328939974437	0.0443191339044675	N	N	Klebsiella pneumoniae
k61_11	208	0.341346153846154	1	0.324754901960784	0.0588235294117647	10	0.0349642572753514	0.00793727292633078	N	N	Saccharomyces cerevisiae
k61_690	453	0.602649006622517	1	0.522652867251029	0.0588235294117647	46	0.87756685420411	0.0349554406078639	N	N	Klebsiella pneumoniae
k61_618	380	0.513157894736842	2	0.395424836601307	0.0823529411764706	49	1.41711507782829	0.0407694693040696	N	N	Klebsiella pneumoniae
k61_1010	229	0.441048034934498	1	1.11429076134958	0.0588235294117647	17	0.0633396279762948	0.0101718201900586	N	N	Candida parapsilosis
k61_988	224	0.46875	1	0.256013336508692	0.0588235294117647	1	0.0044640714251428	0.00125335338698752	N	N	NA
k61_540	212	0.339622641509434	1	0.294601791333818	0.0588235294117647	10	0.0304886472664793	0.00608635013852921	N	N	Saccharomyces cerevisiae
k61_1481	1283	0.502727981293843	4	1.69437479313741	0.0833392614748392	100	1.19661164970273	0.0476158848212591	N	N	Klebsiella pneumoniae
k61_1253	263	0.577946768060836	2	0.288452531293579	0.0849532800089589	32	0.839642683847525	0.0317799429360274	N	N	Klebsiella pneumoniae
k61_384	257	0.431906614785992	3	0.642975858153439	0.152342274817303	274	0.38679415681959	0.135423878277603	N	N	NA
k61_234	250	0.564	1	0.391513982642237	0.0588235294117647	36	0.81860503824356	0.0322688119464341	N	N	Klebsiella pneumoniae
k61_161	205	0.360975609756098	1	0.317597627286209	0.0588235294117647	4	0.0213564635605404	0.00335879024950902	N	N	Human respiratory syncytial virus B
k61_611	482	0.605809128630705	2	0.356169979244783	0.0681625227410552	51	1.09905510393091	0.037978091427374	N	N	Klebsiella pneumoniae
k61_1728	214	0.308411214953271	3	0.658950000783992	0.163995508679179	166	0.234113842494069	0.102609261870383	N	N	NA
k61_516	265	0.426415094339623	1	0.417026874647623	0.0588235294117647	12	0.0249042745662066	0.0072869978270461	N	N	Candida dubliniensis CD36
k61_298	206	0.538834951456311	1	0.172710179962396	0.0588235294117647	1	0.00327768472995119	0.00105654306313445	N	N	Caudoviricetes sp.
k61_655	212	0.566037735849057	1	0.336441893830703	0.0588235294117647	52	0.986312064514843	0.0420616194133213	N	N	Klebsiella pneumoniae
k61_1066	360	0.347222222222222	1	0.485393258426967	0.0588235294117647	12	0.0319769627909891	0.00663478639431015	N	N	Saccharomyces cerevisiae
k61_251	1741	0.544514646754739	2	0.886329101244582	0.0691764705882353	119	1.33395106402352	0.0472099208642235	N	N	Klebsiella pneumoniae
k61_849	343	0.440233236151603	4	0.77439742250642	0.17115751981949	436	0.526860044293296	0.212472777015253	N	N	NA
k61_1277	261	0.567049808429119	1	0.558106169296987	0.0588235294117647	43	0.734956027975973	0.0355444831320749	N	N	Klebsiella pneumoniae
k61_1195	226	0.115044247787611	5	2.18018411771419	0.216259058762464	557	6.15762265787343	0.473591717486788	N	N	NA
k61_795	208	0.4375	4	0.128144467690961	0.126770086162649	158	0.130584011986987	0.0886690558707035	N	N	Macaca fascicularis
k61_808	286	0.479020979020979	1	0.483733158067696	0.0588235294117647	46	0.692396486588935	0.0366718323066807	N	N	Klebsiella pneumoniae
k61_1499	527	0.573055028462998	2	0.509131592768287	0.0673695893451721	57	0.896880022984831	0.0415924284813636	N	N	Klebsiella pneumoniae
k61_951	216	0.550925925925926	1	0.423709713770565	0.0588235294117647	46	0.688163032864966	0.03938650485077	N	N	Klebsiella pneumoniae
k61_1062	209	0.473684210526316	2	0.132533249945782	0.0916624216350349	46	4.52384630367243	0.041987023345654	N	N	Klebsiella pneumoniae
k61_1482	214	0.593457943925234	1	0.627872654438118	0.0588235294117647	40	0.969462553064683	0.0381352155644987	N	N	Klebsiella pneumoniae
k61_651	613	0.535073409461664	2	0.766894954035482	0.0749525616698292	92	1.2304335945461	0.048117134739023	N	N	Klebsiella pneumoniae
k61_502	243	0.436213991769547	1	0.20234409553295	0.0588235294117647	1	0.00354652440608203	0.00125876640891926	N	N	Caudoviricetes sp.
k61_958	357	0.378151260504202	1	0.431328187383551	0.0588235294117647	13	0.0374413167254167	0.00792561047362657	N	N	Saccharomyces cerevisiae
k61_1590	271	0.568265682656827	2	0.346421219123746	0.0916453537936914	57	0.5805522754319	0.0399966570951273	N	N	Klebsiella pneumoniae
k61_10	202	0.603960396039604	2	0.322038425372015	0.0951974992895709	44	0.846542553463696	0.0400481327479449	N	N	Klebsiella pneumoniae
k61_724	371	0.566037735849057	2	0.581599035946034	0.102402217431475	62	0.903155890056887	0.0438960003058516	N	N	Klebsiella pneumoniae
k61_717	300	0.443333333333333	4	2.01685437644965	0.182467286800117	510	1.38402465237662	0.405506376781755	N	N	NA
