fragment	annotation	frquency	length	status
rand.68.k141_2733	Xanthomonas campestris pv. raphani	2	302	Annotated
rand.68.k141_4632	Ralstonia insidiosa	2	373	Annotated
rand.68.k141_1363	Pseudomonas protegens	25	311	Annotated
rand.68.k141_1199	Pseudomonas mosselii	7	430	Annotated
rand.68.k141_215	NA	NA	398	Unannotated
rand.68.k141_1502	Delftia tsuruhatensis	3	630	Annotated
rand.68.k141_4070	Stenotrophomonas maltophilia	1	352	Annotated
rand.68.k141_1739	Stenotrophomonas maltophilia	21	396	Annotated
rand.68.k141_4646	Achromobacter xylosoxidans	16	323	Annotated
rand.68.k141_4905	Delftia acidovorans	8	328	Annotated
rand.68.k141_99	Stenotrophomonas maltophilia	6	739	Annotated
rand.68.k141_2083	Delftia tsuruhatensis	9	341	Annotated
rand.68.k141_4703	Pseudomonas aeruginosa	29	606	Annotated
rand.68.k141_1170	Burkholderia glumae	25	309	Annotated
rand.68.k141_3820	Sphingomonas paucimobilis	5	353	Annotated
rand.68.k141_2689	Stenotrophomonas maltophilia	2	346	Annotated
rand.68.k141_1567	Ralstonia solanacearum	4	322	Annotated
rand.68.k141_375	Pseudomonas putida	1	312	Annotated
rand.68.k141_3478	Pseudomonas corrugata	3	337	Annotated
rand.68.k141_501	Achromobacter xylosoxidans	9	571	Annotated
rand.68.k141_1838	Pseudomonas aeruginosa	69	327	Annotated
rand.68.k141_4685	Stenotrophomonas maltophilia	2	413	Annotated
rand.68.k141_1820	Xanthomonas citri pv. malvacearum	15	315	Annotated
rand.68.k141_3993	Escherichia coli	45	311	Annotated
rand.68.k141_4433	Burkholderia glumae	43	334	Annotated
rand.68.k141_293	Burkholderia multivorans	19	431	Annotated
rand.68.k141_315	Alcanivorax sp.	1	513	Annotated
rand.68.k141_2921	Cupriavidus oxalaticus	3	357	Annotated
rand.68.k141_319	NA	NA	477	Unannotated
rand.68.k141_1015	Pseudomonas aeruginosa	44	822	Annotated
rand.68.k141_4854	Stenotrophomonas maltophilia	1	476	Annotated
rand.68.k141_1553	Stenotrophomonas maltophilia	7	324	Annotated
rand.68.k141_4542	Stenotrophomonas maltophilia	27	317	Annotated
rand.68.k141_1526	Achromobacter spanius	1	419	Annotated
rand.68.k141_3887	Bradyrhizobium sediminis	3	435	Annotated
rand.68.k141_872	Stenotrophomonas maltophilia	2	474	Annotated
rand.68.k141_3436	Stenotrophomonas maltophilia	2	303	Annotated
rand.68.k141_868	Stenotrophomonas maltophilia	24	330	Annotated
rand.68.k141_881	Vibrio campbellii	5	437	Annotated
rand.68.k141_939	Burkholderia cepacia	3	327	Annotated
rand.68.k141_2627	Stenotrophomonas maltophilia	13	553	Annotated
rand.68.k141_750	Vibrio parahaemolyticus	6	402	Annotated
rand.68.k141_4661	Agrobacterium tumefaciens	24	366	Annotated
rand.68.k141_475	Planktothrix agardhii	9	318	Annotated
rand.68.k141_786	Castellaniella ginsengisoli	17	321	Annotated
rand.68.k141_1388	Pseudomonas aeruginosa	44	309	Annotated
rand.68.k141_1120	NA	NA	404	Unannotated
rand.68.k141_1513	Achromobacter xylosoxidans	4	399	Annotated
rand.27.k141_3524	Stenotrophomonas maltophilia	68	502	Annotated
rand.27.k141_4158	Escherichia coli	12	663	Annotated
rand.27.k141_5413	Rhopalosiphum padi	27	329	Annotated
rand.27.k141_3746	Variovorax sp. SCN45	1	434	Annotated
rand.27.k141_623	Pseudomonas protegens	25	454	Annotated
rand.68.k141_3155	Variovorax paradoxus	4	346	Annotated
rand.68.k141_4791	Polaromonas naphthalenivorans CJ2	1	673	Annotated
rand.68.k141_1511	Bordetella parapertussis	47	455	Annotated
rand.68.k141_2481	Achromobacter xylosoxidans	21	477	Annotated
rand.68.k141_421	Brevundimonas albigilva	1	428	Annotated
rand.27.k141_4363	Stenotrophomonas maltophilia	5	433	Annotated
rand.27.k141_4139	Delftia acidovorans	6	357	Annotated
rand.27.k141_7481	synthetic construct	46	366	Annotated
rand.27.k141_3132	Pseudomonas aeruginosa	6	436	Annotated
rand.27.k141_4937	Stenotrophomonas maltophilia	25	354	Annotated
rand.27.k141_2286	Xanthomonas campestris pv. campestris	15	535	Annotated
rand.27.k141_6593	Variovorax paradoxus	9	333	Annotated
rand.27.k141_4952	Stenotrophomonas maltophilia	1	477	Annotated
rand.27.k141_1219	Pseudomonas aeruginosa	42	313	Annotated
rand.27.k141_3693	Pseudomonas fulva	13	385	Annotated
rand.27.k141_6252	Delftia tsuruhatensis	2	311	Annotated
rand.27.k141_4130	Stenotrophomonas maltophilia	1	469	Annotated
rand.27.k141_2422	Achromobacter xylosoxidans	7	491	Annotated
rand.27.k141_3275	NA	NA	321	Unannotated
rand.27.k141_4043	Stenotrophomonas maltophilia	3	496	Annotated
rand.27.k141_7595	Pseudomonas yamanorum	2	343	Annotated
rand.27.k141_5952	Pseudomonas aeruginosa	5	328	Annotated
rand.27.k141_7203	Klebsiella pneumoniae	19	476	Annotated
rand.27.k141_4064	Bordetella parapertussis	67	301	Annotated
rand.27.k141_5972	Stenotrophomonas maltophilia	28	322	Annotated
rand.27.k141_2797	Rhizobium leguminosarum	3	504	Annotated
rand.27.k141_3475	Stenotrophomonas maltophilia	50	357	Annotated
rand.27.k141_7858	Caulobacter vibrioides	6	314	Annotated
rand.27.k141_5365	Aedes aegypti Thai densovirus	50	1197	Annotated
rand.27.k141_4918	Stenotrophomonas maltophilia	75	331	Annotated
rand.27.k141_5686	Pseudomonas aeruginosa	56	306	Annotated
rand.27.k141_5326	Stenotrophomonas maltophilia	19	301	Annotated
rand.27.k141_2196	Delftia acidovorans	5	398	Annotated
rand.27.k141_1449	Burkholderia pseudomallei	57	319	Annotated
rand.27.k141_6332	Stenotrophomonas maltophilia	21	446	Annotated
rand.27.k141_6852	Burkholderia glumae	49	353	Annotated
rand.27.k141_3244	Stenotrophomonas maltophilia	2	319	Annotated
rand.27.k141_3421	Achromobacter xylosoxidans	13	415	Annotated
rand.27.k141_1802	Enterobacter ludwigii	40	313	Annotated
rand.27.k141_8109	NA	NA	347	Unannotated
rand.27.k141_2359	Stenotrophomonas maltophilia	71	521	Annotated
rand.27.k141_5901	Nigrospora oryzae	2	365	Annotated
rand.27.k141_1566	Stenotrophomonas maltophilia	2	318	Annotated
rand.27.k141_3577	Delftia lacustris	4	384	Annotated
rand.27.k141_6113	NA	NA	434	Unannotated
rand.27.k141_494	Stenotrophomonas maltophilia	2	699	Annotated
rand.27.k141_4516	Ralstonia insidiosa	2	367	Annotated
rand.27.k141_6522	Stenotrophomonas maltophilia	7	484	Annotated
rand.27.k141_3013	Pseudomonas aeruginosa	87	581	Annotated
rand.27.k141_5674	Delftia tsuruhatensis	9	350	Annotated
rand.27.k141_1597	Leclercia adecarboxylata	17	335	Annotated
rand.27.k141_5887	Rhopalosiphum padi	24	449	Annotated
rand.27.k141_2563	Pseudomonas sp. LS1212	1	382	Annotated
rand.27.k141_6276	Stenotrophomonas maltophilia	6	770	Annotated
rand.27.k141_6282	Lysobacter soyae	1	936	Annotated
rand.27.k141_4664	Streptococcus mutans	26	394	Annotated
rand.27.k141_5498	Myroides odoratimimus	5	322	Annotated
rand.27.k141_1521	Burkholderia gladioli	15	312	Annotated
rand.27.k141_1529	Stenotrophomonas maltophilia	14	373	Annotated
rand.27.k141_8019	Stenotrophomonas maltophilia	2	337	Annotated
rand.27.k141_455	NA	NA	361	Unannotated
rand.27.k141_5278	NA	NA	348	Unannotated
rand.27.k141_934	Aureimonas sp. SA4125	1	355	Annotated
rand.27.k141_6052	Stenotrophomonas maltophilia	10	374	Annotated
rand.27.k141_7343	Bordetella pertussis	38	384	Annotated
rand.63.k141_1581	Polaromonas naphthalenivorans CJ2	1	418	Annotated
rand.63.k141_2649	Stenotrophomonas maltophilia	3	417	Annotated
rand.63.k141_406	Pseudomonas aeruginosa	30	501	Annotated
rand.63.k141_4319	Enterobacter hormaechei	14	309	Annotated
rand.63.k141_2679	Acinetobacter baumannii	33	539	Annotated
rand.63.k141_4927	Alicycliphilus denitrificans	2	313	Annotated
rand.63.k141_4524	Bordetella holmesii	64	302	Annotated
rand.63.k141_2049	Rhizobium sp. CCGE532	1	472	Annotated
rand.27.k141_2511	Paracidovorax avenae	8	415	Annotated
rand.27.k141_840	Stenotrophomonas maltophilia	23	336	Annotated
rand.63.k141_5031	Stenotrophomonas maltophilia	3	388	Annotated
rand.63.k141_6276	Pseudomonas putida	27	382	Annotated
rand.63.k141_5447	Achromobacter xylosoxidans	2	626	Annotated
rand.63.k141_3556	Purpureocillium lilacinum	1	335	Annotated
rand.63.k141_1119	Stenotrophomonas maltophilia	1	442	Annotated
rand.63.k141_6066	Stenotrophomonas maltophilia	3	357	Annotated
rand.63.k141_525	Stenotrophomonas maltophilia	5	456	Annotated
rand.63.k141_1955	Escherichia coli	8	469	Annotated
rand.63.k141_542	Stenotrophomonas maltophilia	14	508	Annotated
rand.63.k141_4668	Escherichia phage T7	88	2454	Annotated
rand.63.k141_2430	Stenotrophomonas maltophilia	6	657	Annotated
rand.63.k141_3362	Delftia tsuruhatensis	9	322	Annotated
rand.63.k141_5420	Pseudomonas aeruginosa	48	408	Annotated
rand.63.k141_20	NA	NA	423	Unannotated
rand.63.k141_6004	Stenotrophomonas maltophilia	61	385	Annotated
rand.63.k141_7476	Cupriavidus oxalaticus	5	539	Annotated
rand.63.k141_261	uncultured Candidatus Binatia bacterium	1	326	Annotated
rand.63.k141_4799	Ralstonia solanacearum	1	396	Annotated
rand.63.k141_4989	Burkholderia cenocepacia	8	388	Annotated
rand.63.k141_486	Cupriavidus metallidurans	2	388	Annotated
rand.63.k141_4624	Cucumis melo	100	308	Annotated
rand.63.k141_1049	Stenotrophomonas maltophilia	1	316	Annotated
rand.5.k141_925	Stenotrophomonas maltophilia	4	360	Annotated
rand.5.k141_2274	Xanthomonas phaseoli pv. phaseoli	10	383	Annotated
rand.5.k141_1408	Comamonas thiooxydans	6	334	Annotated
rand.5.k141_2666	Stenotrophomonas maltophilia	3	635	Annotated
rand.5.k141_1010	Stenotrophomonas maltophilia	6	613	Annotated
rand.5.k141_696	Stenotrophomonas maltophilia	75	389	Annotated
rand.5.k141_544	Streptococcus pyogenes	23	304	Annotated
rand.5.k141_300	Stenotrophomonas maltophilia	15	317	Annotated
rand.63.k141_6192	Ralstonia solanacearum	54	392	Annotated
rand.63.k141_5781	NA	NA	364	Unannotated
rand.5.k141_2565	Stenotrophomonas maltophilia	16	313	Annotated
rand.5.k141_1396	Cucumis melo	50	387	Annotated
rand.5.k141_1368	Stenotrophomonas maltophilia	8	353	Annotated
rand.5.k141_816	Variovorax sp. EBFNA2	1	365	Annotated
rand.5.k141_19	Achromobacter xylosoxidans	35	518	Annotated
rand.5.k141_1131	Achromobacter xylosoxidans	8	333	Annotated
rand.5.k141_780	Burkholderia glumae	17	434	Annotated
rand.5.k141_2113	Variovorax paradoxus	9	339	Annotated
rand.5.k141_1385	Ralstonia insidiosa	2	619	Annotated
rand.5.k141_2649	Malania oleifera	7	305	Annotated
rand.5.k141_209	Achromobacter xylosoxidans	23	392	Annotated
rand.5.k141_1874	Pseudomonas syringae pv. actinidiae	14	319	Annotated
rand.5.k141_899	Ralstonia insidiosa	2	399	Annotated
rand.5.k141_2707	Ralstonia pickettii	2	313	Annotated
rand.5.k141_16	Burkholderia glumae	28	312	Annotated
rand.5.k141_2091	Streptococcus parauberis	19	367	Annotated
rand.5.k141_1292	Serratia marcescens	51	361	Annotated
rand.5.k141_1431	Stenotrophomonas maltophilia	23	364	Annotated
rand.5.k141_2145	Stenotrophomonas maltophilia	14	458	Annotated
rand.5.k141_2533	Stenotrophomonas maltophilia	17	312	Annotated
rand.5.k141_1355	Aspergillus niger	2	385	Annotated
rand.5.k141_2504	Stenotrophomonas maltophilia	1	437	Annotated
rand.5.k141_1639	Bordetella pertussis	37	486	Annotated
rand.5.k141_1951	Lysobacter enzymogenes	2	304	Annotated
rand.5.k141_1678	Ralstonia insidiosa	2	453	Annotated
rand.63.k141_7597	Pseudomonas protegens	25	675	Annotated
rand.63.k141_3416	Burkholderia pseudomallei	50	304	Annotated
rand.63.k141_7127	Rhodanobacter denitrificans	8	324	Annotated
rand.63.k141_7114	Stenotrophomonas maltophilia	2	380	Annotated
rand.63.k141_361	Burkholderia gladioli	4	313	Annotated
rand.63.k141_3614	Achromobacter xylosoxidans	3	337	Annotated
rand.63.k141_7143	Stenotrophomonas maltophilia	5	305	Annotated
rand.63.k141_4857	Aeromonas veronii	3	563	Annotated
rand.63.k141_2849	NA	NA	308	Unannotated
rand.63.k141_3899	Pseudomonas chlororaphis	14	351	Annotated
rand.63.k141_3227	Pandoraea pnomenusa	6	375	Annotated
rand.27.k141_1333	Stenotrophomonas maltophilia	3	438	Annotated
rand.27.k141_2115	Sinorhizobium meliloti	3	311	Annotated
rand.27.k141_15	Achromobacter xylosoxidans NH44784-1996	1	457	Annotated
rand.27.k141_4630	Stenotrophomonas maltophilia	5	466	Annotated
rand.27.k141_7351	Delftia tsuruhatensis	2	315	Annotated
rand.27.k141_4434	Variovorax paradoxus	10	499	Annotated
rand.27.k141_4214	Stenotrophomonas maltophilia	3	581	Annotated
rand.27.k141_2963	Achromobacter denitrificans	8	576	Annotated
rand.27.k141_6717	NA	NA	394	Unannotated
rand.27.k141_1280	Stenotrophomonas maltophilia	3	369	Annotated
rand.27.k141_5025	Staphylococcus aureus	1	328	Annotated
rand.27.k141_3830	Klebsiella pneumoniae	41	346	Annotated
rand.5.k141_1042	Pseudomonas aeruginosa	42	521	Annotated
rand.5.k141_798	Pseudomonas aeruginosa	2	414	Annotated
rand.22.k141_3635	Stenotrophomonas maltophilia	27	327	Annotated
rand.22.k141_1465	Achromobacter xylosoxidans	9	354	Annotated
rand.22.k141_2778	Stenotrophomonas maltophilia	3	311	Annotated
rand.5.k141_1982	Aeromonas hydrophila	27	312	Annotated
rand.5.k141_638	Stenotrophomonas maltophilia	3	412	Annotated
rand.5.k141_2687	Sinorhizobium medicae	11	313	Annotated
rand.5.k141_2861	Escherichia phage T7	88	2464	Annotated
rand.5.k141_2078	Stenotrophomonas maltophilia	6	483	Annotated
rand.5.k141_2497	Fluviibacter phosphoraccumulans	2	313	Annotated
rand.5.k141_2140	Stenotrophomonas maltophilia	2	476	Annotated
rand.22.k141_194	Mucilaginibacter rubeus	7	313	Annotated
rand.22.k141_3762	Stenotrophomonas maltophilia	22	304	Annotated
rand.22.k141_3860	Xanthomonas translucens pv. undulosa	14	378	Annotated
rand.22.k141_3595	Pochonia chlamydosporia 170	1	318	Annotated
rand.22.k141_3776	Stenotrophomonas maltophilia	5	388	Annotated
rand.22.k141_578	Cupriavidus taiwanensis	8	352	Annotated
rand.22.k141_3401	Ralstonia insidiosa	2	398	Annotated
rand.22.k141_4006	Stenotrophomonas maltophilia	2	644	Annotated
rand.22.k141_120	Stenotrophomonas maltophilia	1	337	Annotated
rand.22.k141_1203	Stenotrophomonas maltophilia	1	311	Annotated
rand.92.k141_399	Stenotrophomonas maltophilia	3	583	Annotated
rand.22.k141_979	Haloferax volcanii DS2	4	312	Annotated
rand.22.k141_1349	Stenotrophomonas maltophilia	2	553	Annotated
rand.92.k141_303	Stenotrophomonas maltophilia	2	523	Annotated
rand.92.k141_3137	Stenotrophomonas maltophilia	2	490	Annotated
rand.92.k141_1990	Stenotrophomonas maltophilia	9	364	Annotated
rand.92.k141_5041	Pseudomonas aeruginosa	53	364	Annotated
rand.92.k141_5324	NA	NA	282	Unannotated
rand.92.k141_5150	Variovorax paradoxus	8	305	Annotated
rand.92.k141_358	Comamonas thiooxydans	2	397	Annotated
rand.92.k141_4523	Citrobacter freundii	24	466	Annotated
rand.92.k141_4385	Planktothrix agardhii	9	313	Annotated
rand.92.k141_3417	Ralstonia pseudosolanacearum	22	377	Annotated
rand.22.k141_1029	Stenotrophomonas maltophilia	17	346	Annotated
rand.22.k141_2517	Streptococcus equi subsp. equi	16	486	Annotated
rand.22.k141_1878	Achromobacter xylosoxidans	16	464	Annotated
rand.22.k141_4440	Acinetobacter baumannii	89	417	Annotated
rand.22.k141_2499	Aedes aegypti Thai densovirus	50	1166	Annotated
rand.22.k141_531	Delftia acidovorans	2	319	Annotated
rand.22.k141_2849	NA	NA	426	Unannotated
rand.22.k141_1994	Variovorax paradoxus	3	361	Annotated
rand.22.k141_679	Stenotrophomonas maltophilia	14	312	Annotated
rand.22.k141_701	Stenotrophomonas maltophilia	8	339	Annotated
rand.22.k141_290	Stenotrophomonas maltophilia	3	683	Annotated
rand.22.k141_4319	Ralstonia syzygii R24	2	404	Annotated
rand.22.k141_1858	Stenotrophomonas maltophilia	36	341	Annotated
rand.22.k141_2409	Vibrio parahaemolyticus	4	583	Annotated
rand.22.k141_246	Pseudomonas aeruginosa	30	686	Annotated
rand.22.k141_3185	Paracidovorax avenae	8	415	Annotated
rand.22.k141_3541	Corynebacterium striatum	5	506	Annotated
rand.22.k141_3803	Stenotrophomonas maltophilia	12	517	Annotated
rand.22.k141_2086	Achromobacter xylosoxidans	7	345	Annotated
rand.22.k141_2822	Stenotrophomonas maltophilia	1	467	Annotated
rand.22.k141_3067	Caudoviricetes sp.	1	309	Annotated
rand.22.k141_265	Aedes albopictus densovirus 2	3	389	Annotated
rand.22.k141_2469	Stenotrophomonas maltophilia	2	845	Annotated
rand.92.k141_4920	Stenotrophomonas maltophilia	8	357	Annotated
rand.92.k141_1312	Delftia acidovorans	2	366	Annotated
rand.92.k141_1022	Stenotrophomonas maltophilia	9	427	Annotated
rand.92.k141_4262	Burkholderia multivorans	6	320	Annotated
rand.92.k141_1030	Bordetella pertussis	37	486	Annotated
rand.92.k141_2370	Burkholderia pseudomallei	15	744	Annotated
rand.92.k141_1469	Variovorax paradoxus	9	302	Annotated
rand.92.k141_3291	Xanthomonas sacchari	10	344	Annotated
rand.92.k141_4335	bacterium	10	335	Annotated
rand.92.k141_292	Xanthomonas oryzae pv. oryzae	16	673	Annotated
rand.92.k141_5111	Variovorax sp. PMC12	1	344	Annotated
rand.92.k141_3012	Stenotrophomonas maltophilia	14	405	Annotated
rand.92.k141_1429	Delftia tsuruhatensis	10	338	Annotated
rand.92.k141_4063	Stenotrophomonas maltophilia	10	517	Annotated
rand.92.k141_2771	Ralstonia pseudosolanacearum	6	470	Annotated
rand.92.k141_2999	Ralstonia solanacearum	9	334	Annotated
rand.92.k141_113	NA	NA	400	Unannotated
rand.92.k141_3256	Paracidovorax avenae	11	302	Annotated
rand.92.k141_1153	Burkholderia contaminans	17	343	Annotated
rand.92.k141_1013	Ralstonia insidiosa	2	408	Annotated
rand.92.k141_3847	Stenotrophomonas maltophilia	21	470	Annotated
rand.92.k141_257	Stenotrophomonas maltophilia	33	355	Annotated
rand.92.k141_4990	Enterobacter roggenkampii	2	488	Annotated
rand.92.k141_1420	Stenotrophomonas maltophilia	32	381	Annotated
rand.92.k141_1930	Xanthomonas oryzae pv. oryzicola	22	354	Annotated
rand.92.k141_3757	Achromobacter xylosoxidans	26	624	Annotated
rand.92.k141_1112	Burkholderia pseudomallei	63	311	Annotated
rand.92.k141_5267	Stenotrophomonas maltophilia	9	327	Annotated
rand.92.k141_4195	Streptococcus thermophilus	56	391	Annotated
rand.92.k141_3775	Achromobacter xylosoxidans	30	327	Annotated
rand.92.k141_2210	Pseudomonas chlororaphis	34	376	Annotated
rand.92.k141_4215	Variovorax paradoxus	2	507	Annotated
rand.92.k141_980	Polaromonas hydrogenivorans	4	361	Annotated
rand.92.k141_3676	Bordetella avium	2	384	Annotated
rand.92.k141_3490	Stenotrophomonas maltophilia	15	391	Annotated
rand.92.k141_584	Stenotrophomonas geniculata	3	382	Annotated
rand.92.k141_2188	Stenotrophomonas maltophilia	1	620	Annotated
rand.92.k141_3482	Stenotrophomonas maltophilia	69	348	Annotated
rand.92.k141_1628	Variovorax paradoxus	4	348	Annotated
rand.92.k141_4607	Stenotrophomonas maltophilia	10	486	Annotated
rand.92.k141_3077	Stenotrophomonas maltophilia	1	501	Annotated
rand.92.k141_2306	Qipengyuania flava	4	311	Annotated
rand.92.k141_959	Delftia acidovorans	2	406	Annotated
rand.92.k141_4311	Xanthomonas sacchari	9	383	Annotated
rand.92.k141_4017	NA	NA	376	Unannotated
rand.92.k141_212	Variovorax paradoxus	3	524	Annotated
rand.92.k141_556	synthetic construct	47	510	Annotated
rand.92.k141_5212	Sphingopyxis granuli	2	349	Annotated
rand.41.k141_6521	Pseudomonas sp. HT11	1	744	Annotated
rand.92.k141_2807	Variovorax paradoxus	9	341	Annotated
rand.41.k141_2383	Bacillus licheniformis	49	837	Annotated
rand.92.k141_3873	Ralstonia solanacearum	7	329	Annotated
rand.92.k141_4413	Stenotrophomonas maltophilia	6	330	Annotated
rand.92.k141_1477	Stenotrophomonas maltophilia	1	320	Annotated
rand.92.k141_154	uncultured Cohaesibacter sp.	4	412	Annotated
rand.92.k141_428	Stenotrophomonas maltophilia	55	419	Annotated
rand.92.k141_1348	Variovorax paradoxus	1	487	Annotated
rand.92.k141_1500	Achromobacter xylosoxidans	4	351	Annotated
rand.41.k141_1066	Pseudosulfitobacter pseudonitzschiae	46	353	Annotated
rand.41.k141_6470	synthetic construct	46	355	Annotated
rand.41.k141_7154	Paracidovorax avenae	15	313	Annotated
rand.41.k141_1027	Xanthomonas phaseoli pv. phaseoli	18	363	Annotated
rand.41.k141_804	Stenotrophomonas maltophilia	65	342	Annotated
rand.41.k141_5156	Stenotrophomonas maltophilia	5	564	Annotated
rand.41.k141_5440	Segatella copri	5	387	Annotated
rand.41.k141_3483	Variovorax sp. SCN45	1	311	Annotated
rand.41.k141_2182	Burkholderia glumae	48	310	Annotated
rand.41.k141_6692	Burkholderia pseudomallei	52	513	Annotated
rand.41.k141_7178	Gordonia amarae	4	329	Annotated
rand.41.k141_4789	Flavonifractor plautii	9	407	Annotated
rand.41.k141_8281	Variovorax paradoxus	10	325	Annotated
rand.41.k141_2310	Ralstonia solanacearum	8	318	Annotated
rand.41.k141_4354	Bordetella parapertussis	80	536	Annotated
rand.41.k141_7406	Achromobacter xylosoxidans	25	386	Annotated
rand.41.k141_7396	Burkholderia glumae	33	352	Annotated
rand.41.k141_6963	Paracoccus denitrificans	3	1068	Annotated
rand.41.k141_7137	Stenotrophomonas maltophilia	68	502	Annotated
rand.41.k141_3622	Stenotrophomonas maltophilia	2	476	Annotated
rand.41.k141_3862	Stenotrophomonas maltophilia	14	358	Annotated
rand.41.k141_5826	Stenotrophomonas maltophilia	2	314	Annotated
rand.41.k141_3885	Variovorax paradoxus	3	356	Annotated
rand.41.k141_5136	NA	NA	377	Unannotated
rand.41.k141_4538	Achromobacter xylosoxidans	7	355	Annotated
rand.41.k141_2778	Achromobacter xylosoxidans NH44784-1996	1	376	Annotated
rand.41.k141_8064	Variovorax paradoxus	8	313	Annotated
rand.41.k141_8439	Variovorax paradoxus	9	309	Annotated
rand.41.k141_3394	Polaromonas naphthalenivorans CJ2	1	546	Annotated
rand.41.k141_5111	Stenotrophomonas maltophilia	17	363	Annotated
rand.41.k141_3053	Pseudomonas chlororaphis	6	362	Annotated
rand.41.k141_769	Pseudomonas protegens	13	894	Annotated
rand.41.k141_370	Stenotrophomonas maltophilia	2	318	Annotated
rand.41.k141_7385	Streptomyces decoyicus	4	308	Annotated
rand.41.k141_393	Pseudomonas aeruginosa	55	472	Annotated
rand.41.k141_757	Variovorax paradoxus	5	492	Annotated
rand.41.k141_4916	Achromobacter xylosoxidans	2	350	Annotated
rand.41.k141_7495	Stenotrophomonas maltophilia	3	595	Annotated
rand.41.k141_6871	Rhodococcus phage Trina	2	354	Annotated
rand.41.k141_7326	synthetic construct	46	364	Annotated
rand.41.k141_3583	Stenotrophomonas maltophilia	4	371	Annotated
rand.41.k141_122	Delftia tsuruhatensis	8	537	Annotated
rand.41.k141_1596	Achromobacter spanius	2	338	Annotated
rand.41.k141_7526	Terrirubrum flagellatum	1	301	Annotated
rand.41.k141_2990	Variovorax paradoxus	9	378	Annotated
rand.41.k141_3204	Stenotrophomonas maltophilia	62	905	Annotated
rand.41.k141_4668	Stenotrophomonas maltophilia	8	308	Annotated
rand.41.k141_8163	NA	NA	405	Unannotated
rand.41.k141_5722	Stenotrophomonas maltophilia	17	314	Annotated
rand.41.k141_2459	Stenotrophomonas maltophilia	28	353	Annotated
rand.41.k141_7481	Stenotrophomonas maltophilia	47	308	Annotated
rand.41.k141_7733	Rhodococcus qingshengii	21	421	Annotated
rand.41.k141_2957	Delftia acidovorans	3	385	Annotated
rand.41.k141_949	Pseudomonas protegens	10	716	Annotated
rand.41.k141_7745	Delftia acidovorans	3	305	Annotated
rand.41.k141_8407	Burkholderia pseudomallei	49	331	Annotated
rand.41.k141_6393	Ralstonia solanacearum	9	411	Annotated
rand.41.k141_8418	Poecile atricapillus	5	360	Annotated
rand.41.k141_2943	Xanthomonas arboricola	4	620	Annotated
rand.41.k141_7972	Acinetobacter baumannii	89	417	Annotated
rand.41.k141_5703	Arenicellales bacterium	4	368	Annotated
rand.41.k141_8111	Burkholderia gladioli	15	325	Annotated
rand.41.k141_2901	Leisingera sp. S132	1	425	Annotated
rand.41.k141_5531	NA	NA	339	Unannotated
rand.41.k141_6191	Stenotrophomonas maltophilia	1	443	Annotated
rand.41.k141_927	Stenotrophomonas maltophilia	23	352	Annotated
rand.41.k141_4610	Achromobacter xylosoxidans	2	379	Annotated
rand.41.k141_5551	NA	NA	320	Unannotated
rand.41.k141_4230	Colletotrichum jinshuiense	2	304	Annotated
rand.41.k141_4045	Ralstonia pseudosolanacearum	19	392	Annotated
rand.41.k141_2207	Paracidovorax citrulli	12	447	Annotated
rand.41.k141_4847	Escherichia coli	15	345	Annotated
rand.41.k141_3971	Paracidovorax citrulli	11	313	Annotated
rand.41.k141_443	Stenotrophomonas maltophilia	16	306	Annotated
rand.41.k141_3950	Alcanivorax sp.	1	347	Annotated
rand.41.k141_5919	Stenotrophomonas maltophilia	14	325	Annotated
rand.41.k141_7233	Pteropus vampyrus	17	303	Annotated
rand.41.k141_5488	Stenotrophomonas maltophilia	6	407	Annotated
rand.41.k141_5498	Variovorax sp. SCN45	1	321	Annotated
rand.41.k141_1327	Pseudomonas aeruginosa	19	313	Annotated
rand.41.k141_2014	Caudoviricetes sp.	1	397	Annotated
rand.41.k141_3102	Stenotrophomonas maltophilia	25	355	Annotated
rand.31.k141_1919	Pseudomonas viridiflava	2	364	Annotated
rand.31.k141_4729	Stenotrophomonas maltophilia	9	353	Annotated
rand.31.k141_4665	Pantoea agglomerans	15	312	Annotated
rand.31.k141_3986	uncultured Cohaesibacter sp.	4	303	Annotated
rand.31.k141_4428	Stenotrophomonas maltophilia	2	304	Annotated
rand.31.k141_3753	Cupriavidus oxalaticus	3	357	Annotated
rand.31.k141_3762	Bordetella hinzii	11	507	Annotated
rand.31.k141_482	Colletotrichum fructicola Nara gc5	19	312	Annotated
rand.31.k141_3167	Cupriavidus taiwanensis	11	304	Annotated
rand.31.k141_2745	Xylella fastidiosa subsp. multiplex	30	689	Annotated
rand.31.k141_1141	Achromobacter xylosoxidans	3	313	Annotated
rand.31.k141_1009	Chikungunya virus	100	11773	Annotated
rand.60.k141_1813	Rhodococcus phage NiceHouse	1	345	Annotated
rand.60.k141_3353	Ralstonia solanacearum	37	504	Annotated
rand.60.k141_2365	Achromobacter xylosoxidans	6	312	Annotated
rand.60.k141_3366	Ralstonia solanacearum	9	406	Annotated
rand.60.k141_5301	Pseudomonas aeruginosa	49	436	Annotated
rand.60.k141_4648	Achromobacter xylosoxidans	33	349	Annotated
rand.31.k141_4642	Pseudomonas aeruginosa	42	366	Annotated
rand.31.k141_4652	Stenotrophomonas maltophilia	1	446	Annotated
rand.31.k141_4933	Achromobacter xylosoxidans	2	451	Annotated
