fragment	annotation	frquency	length	status
k141_1338 flag=1 multi=190.0000 len=317	Rhodococcus qingshengii	25	317	Annotated
k141_371 flag=1 multi=486.0000 len=676	NA	NA	676	Unannotated
k141_1590 flag=1 multi=747.0000 len=2746	Rhodococcus qingshengii	25	2746	Annotated
k141_366 flag=1 multi=168.0000 len=422	NA	NA	422	Unannotated
k141_961 flag=1 multi=120.0000 len=389	Rhodococcus qingshengii	25	389	Annotated
k141_1404 flag=1 multi=364.0000 len=12092	Prescottella equi	26	12092	Target
k141_1993 flag=1 multi=112.0000 len=323	Escherichia coli	98	323	Target
k141_1616 flag=1 multi=110.0000 len=301	NA	NA	301	Unannotated
k141_1469 flag=1 multi=685.0000 len=8355	Rhodococcus qingshengii	25	8355	Annotated
k141_1918 flag=1 multi=684.0000 len=21047	Prescottella equi	26	21047	Target
k141_2053 flag=1 multi=255.0000 len=524	Rhodococcus qingshengii	25	524	Annotated
k141_258 flag=1 multi=570.0000 len=301	Rhodococcus qingshengii	25	301	Annotated
k141_2223 flag=1 multi=346.0000 len=2529	Rhodococcus qingshengii	25	2529	Annotated
k141_763 flag=1 multi=235.0000 len=472	NA	NA	472	Unannotated
k141_696 flag=1 multi=637.0000 len=2406	Rhodococcus qingshengii	25	2406	Annotated
k141_699 flag=1 multi=761.0000 len=7866	Rhodococcus qingshengii	25	7866	Annotated
k141_2059 flag=1 multi=168.0000 len=390	Rhodococcus qingshengii	24	390	Annotated
k141_2026 flag=1 multi=739.0000 len=7046	Rhodococcus qingshengii	25	7046	Annotated
k141_799 flag=1 multi=703.0000 len=15252	Rhodococcus qingshengii	25	15252	Annotated
k141_1959 flag=1 multi=160.0000 len=326	Rhodococcus qingshengii	25	326	Annotated
k141_2325 flag=1 multi=456.0000 len=15808	Rhodococcus qingshengii	16	15808	Annotated
k141_508 flag=1 multi=727.0000 len=5857	Rhodococcus qingshengii	25	5857	Annotated
k141_1330 flag=1 multi=157.0000 len=301	Micromonospora zamorensis	12	301	Target
k141_666 flag=1 multi=646.0000 len=3170	Rhodococcus qingshengii	25	3170	Annotated
k141_2278 flag=1 multi=673.0000 len=1331	Rhodococcus qingshengii	25	1331	Annotated
k141_1239 flag=1 multi=695.0000 len=17978	Rhodococcus qingshengii	25	17978	Annotated
k141_2280 flag=1 multi=730.0000 len=14261	Prescottella equi	26	14261	Target
k141_2037 flag=1 multi=333.0000 len=860	Rhodococcus qingshengii	25	860	Annotated
k141_1412 flag=1 multi=716.0000 len=6198	Rhodococcus qingshengii	25	6198	Annotated
k141_1486 flag=1 multi=687.0000 len=3750	Prescottella equi	26	3750	Target
k141_1154 flag=1 multi=633.0000 len=13104	Rhodococcus qingshengii	25	13104	Annotated
k141_1245 flag=1 multi=610.0000 len=1821	Rhodococcus qingshengii	25	1821	Annotated
k141_2063 flag=1 multi=149.0000 len=344	NA	NA	344	Unannotated
k141_515 flag=1 multi=285.0000 len=332	Rhodococcus qingshengii	25	332	Annotated
k141_1333 flag=1 multi=638.0000 len=12884	Rhodococcus qingshengii	25	12884	Annotated
k141_804 flag=1 multi=163.0000 len=304	Rhodococcus qingshengii	25	304	Annotated
k141_1479 flag=1 multi=276.0000 len=933	Rhodococcus qingshengii	15	933	Annotated
k141_2103 flag=1 multi=218.0000 len=344	Rhodococcus qingshengii	25	344	Annotated
k141_1254 flag=1 multi=272.0000 len=336	Rhodococcus qingshengii	25	336	Annotated
k141_809 flag=1 multi=142.0000 len=342	Polymorphobacter sp.	1	342	Target
k141_771 flag=1 multi=759.0000 len=37192	Rhodococcus qingshengii	25	37192	Annotated
k141_520 flag=1 multi=890.0000 len=6953	Rhodococcus qingshengii	12	6953	Annotated
k141_772 flag=1 multi=529.0000 len=2560	Rhodococcus qingshengii	25	2560	Annotated
k141_669 flag=1 multi=658.0000 len=22619	Rhodococcus qingshengii	25	22619	Annotated
k141_2363 flag=3 multi=347.3311 len=289	NA	NA	289	Unannotated
k141_2072 flag=1 multi=998.0000 len=7960	Nocardia seriolae	11	7960	Target
k141_2330 flag=1 multi=233.0000 len=454	Rhodococcus qingshengii	25	454	Annotated
k141_2104 flag=1 multi=630.0000 len=9821	Prescottella equi	26	9821	Target
k141_1496 flag=1 multi=585.0000 len=648	Rhodococcus qingshengii	27	648	Annotated
k141_154 flag=1 multi=588.0000 len=1160	Rhodococcus qingshengii	25	1160	Annotated
k141_161 flag=1 multi=455.0000 len=345	Meyerozyma guilliermondii	4	345	Target
k141_712 flag=1 multi=656.0000 len=7974	Rhodococcus qingshengii	25	7974	Annotated
k141_166 flag=1 multi=1125.0000 len=303	Fusarium verticillioides 7600	1	303	Target
k141_174 flag=1 multi=84.0000 len=305	Coniothyrium diplodiella negative-stranded RNA virus 1	2	305	Target
k141_1489 flag=1 multi=663.0000 len=5433	Rhodococcus qingshengii	25	5433	Annotated
k141_711 flag=1 multi=226.0000 len=379	Rhodococcus qingshengii	24	379	Annotated
k141_1415 flag=1 multi=522.0000 len=644	Rhodococcus qingshengii	25	644	Annotated
k141_2118 flag=1 multi=280.0000 len=436	Rhodococcus qingshengii	18	436	Annotated
k141_40 flag=1 multi=687.0000 len=574	Rhodococcus qingshengii	25	574	Annotated
k141_46 flag=1 multi=198.0000 len=308	Rhodococcus qingshengii	25	308	Annotated
k141_87 flag=1 multi=196.0000 len=307	Rhodococcus qingshengii	25	307	Annotated
k141_1501 flag=1 multi=241.0000 len=345	Rhodococcus qingshengii	25	345	Annotated
k141_93 flag=1 multi=343.0000 len=830	Rhodococcus qingshengii	25	830	Annotated
k141_2118 flag=1 multi=280.0000 len=436	Rhodococcus qingshengii	18	436	Annotated
k141_40 flag=1 multi=687.0000 len=574	Rhodococcus qingshengii	25	574	Annotated
k141_46 flag=1 multi=198.0000 len=308	Rhodococcus qingshengii	25	308	Annotated
k141_87 flag=1 multi=196.0000 len=307	Rhodococcus qingshengii	25	307	Annotated
k141_1501 flag=1 multi=241.0000 len=345	Rhodococcus qingshengii	25	345	Annotated
k141_93 flag=1 multi=343.0000 len=830	Rhodococcus qingshengii	25	830	Annotated
k141_418 flag=1 multi=744.0000 len=319	NA	NA	319	Unannotated
k141_899 flag=1 multi=147.0000 len=314	Agrobacterium fabrum	17	314	Target
k141_2188 flag=1 multi=11.0000 len=311	Escherichia coli	95	311	Target
k141_2298 flag=1 multi=622.0000 len=3143	Rhodococcus qingshengii	24	3143	Annotated
k141_1513 flag=1 multi=339.0000 len=8815	Rhodococcus qingshengii	29	8815	Annotated
k141_1515 flag=1 multi=730.0000 len=3815	Rhodococcus qingshengii	25	3815	Annotated
k141_1798 flag=1 multi=256.0000 len=435	Rhodococcus qingshengii	25	435	Annotated
k141_1600 flag=1 multi=184.0000 len=329	Rhodococcus qingshengii	25	329	Annotated
k141_1204 flag=1 multi=80.0000 len=380	Roseomonas cutis	1	380	Target
k141_1551 flag=1 multi=164.0000 len=337	Rhodococcus qingshengii	25	337	Annotated
k141_1553 flag=1 multi=186.0000 len=545	Bradyrhizobium japonicum	20	545	Target
k141_342 flag=1 multi=704.0000 len=2917	Rhodococcus qingshengii	24	2917	Annotated
k141_338 flag=1 multi=291.0000 len=441	Rhodococcus qingshengii	25	441	Annotated
k141_1559 flag=1 multi=551.0000 len=2624	Rhodococcus qingshengii	26	2624	Annotated
k141_977 flag=1 multi=623.0000 len=610	Rhodococcus qingshengii	9	610	Annotated
k141_344 flag=1 multi=158.0000 len=342	Triticum aestivum	26	342	Target
k141_726 flag=1 multi=666.0000 len=752	Rhodococcus qingshengii	25	752	Annotated
k141_786 flag=1 multi=685.0000 len=9824	Rhodococcus qingshengii	25	9824	Annotated
k141_65 flag=1 multi=34.0000 len=410	Xanthomonas citri pv. citri	54	410	Target
k141_104 flag=1 multi=129.0000 len=421	Rhodococcus qingshengii	25	421	Annotated
k141_1205 flag=1 multi=250.0000 len=1775	Rhodococcus qingshengii	25	1775	Annotated
k141_1206 flag=1 multi=612.0000 len=1170	Rhodococcus qingshengii	35	1170	Annotated
k141_1752 flag=1 multi=924.0000 len=354	Triticum aestivum	4	354	Target
k141_863 flag=1 multi=700.0000 len=2235	Rhodococcus qingshengii	25	2235	Annotated
k141_1303 flag=1 multi=670.0000 len=5093	Rhodococcus qingshengii	24	5093	Annotated
k141_1343 flag=1 multi=1164.0000 len=8588	Rhodococcus qingshengii	11	8588	Annotated
k141_58 flag=1 multi=485.7500 len=489	NA	NA	489	Unannotated
k141_2156 flag=1 multi=68.0000 len=368	Colletotrichum destructivum	1	368	Annotated
k141_2161 flag=1 multi=4676.0000 len=345	NA	NA	345	Unannotated
k141_982 flag=1 multi=339.0000 len=312	Rhodococcus qingshengii	24	312	Annotated
k141_127 flag=1 multi=111.0000 len=389	Salvelinus alpinus	31	389	Target
k141_1931 flag=1 multi=589.0000 len=4104	Rhodococcus qingshengii	25	4104	Annotated
k141_134 flag=1 multi=746.0000 len=4399	Rhodococcus qingshengii	25	4399	Annotated
k141_600 flag=1 multi=370.0000 len=323	Rhodococcus qingshengii	25	323	Annotated
k141_827 flag=1 multi=411.0000 len=1251	Rhodococcus qingshengii	28	1251	Annotated
k141_140 flag=1 multi=31.0000 len=389	Escherichia coli	95	389	Target
k141_2078 flag=1 multi=536.0000 len=625	Rhodococcus qingshengii	24	625	Annotated
k141_1517 flag=1 multi=514.0000 len=789	Rhodococcus qingshengii	29	789	Annotated
k141_1427 flag=1 multi=115.0000 len=322	Rhodococcus qingshengii	25	322	Annotated
k141_1429 flag=1 multi=301.0000 len=1499	Rhodococcus qingshengii	25	1499	Annotated
k141_1719 flag=1 multi=115.0000 len=324	Rhodococcus qingshengii	25	324	Annotated
k141_1420 flag=1 multi=646.0000 len=9537	Rhodococcus qingshengii	25	9537	Annotated
k141_574 flag=1 multi=69.0000 len=322	Pseudomonas aeruginosa	46	322	Target
k141_2201 flag=1 multi=65.0000 len=302	Pararoseomonas sp. SCSIO 73927	1	302	Target
k141_1455 flag=1 multi=505.0000 len=4302	Rhodococcus qingshengii	9	4302	Annotated
k141_2129 flag=1 multi=573.0000 len=553	Rhodococcus qingshengii	25	553	Annotated
k141_1454 flag=1 multi=633.0000 len=3876	Rhodococcus qingshengii	25	3876	Annotated
k141_1450 flag=1 multi=673.0000 len=9579	Rhodococcus qingshengii	25	9579	Annotated
k141_355 flag=1 multi=298.0000 len=535	Rhodococcus qingshengii	24	535	Annotated
k141_71 flag=1 multi=426.0000 len=418	Rhodococcus qingshengii	15	418	Annotated
k141_2134 flag=1 multi=706.0000 len=6098	Rhodococcus qingshengii	25	6098	Annotated
k141_1057 flag=1 multi=744.0000 len=8204	Rhodococcus qingshengii	24	8204	Annotated
k141_1567 flag=1 multi=644.0000 len=9323	Rhodococcus qingshengii	25	9323	Annotated
k141_938 flag=1 multi=673.0000 len=11732	Rhodococcus qingshengii	25	11732	Annotated
k141_266 flag=1 multi=633.0000 len=15735	Rhodococcus qingshengii	25	15735	Annotated
k141_1557 flag=1 multi=697.0000 len=9312	Rhodococcus qingshengii	25	9312	Annotated
k141_1059 flag=1 multi=352.0000 len=1060	Rhodococcus qingshengii	26	1060	Annotated
k141_277 flag=1 multi=231.0000 len=309	Sphingopyxis sp.	3	309	Annotated
k141_284 flag=1 multi=1.0000 len=325	NA	NA	325	Unannotated
k141_1680 flag=1 multi=697.0000 len=1550	Rhodococcus qingshengii	25	1550	Annotated
k141_1027 flag=1 multi=604.0000 len=1528	Rhodococcus qingshengii	25	1528	Annotated
k141_2011 flag=1 multi=658.0000 len=459	NA	NA	459	Unannotated
k141_110 flag=1 multi=48.0000 len=302	Paracoccus yeei	7	302	Target
k141_463 flag=1 multi=138.0000 len=730	Rhodococcus qingshengii	25	730	Annotated
k141_2339 flag=1 multi=195.0000 len=404	Rhodococcus qingshengii	23	404	Annotated
k141_265 flag=1 multi=808.0000 len=7300	Rhodococcus qingshengii	25	7300	Annotated
k141_566 flag=1 multi=309.0000 len=703	Rhodococcus qingshengii	25	703	Annotated
k141_488 flag=1 multi=552.0000 len=4922	Prescottella equi	25	4922	Target
k141_1635 flag=1 multi=684.0000 len=13890	Rhodococcus qingshengii	25	13890	Annotated
k141_144 flag=1 multi=237.0000 len=306	NA	NA	306	Unannotated
k141_2307 flag=1 multi=677.0000 len=5230	Rhodococcus qingshengii	26	5230	Annotated
k141_740 flag=1 multi=743.0000 len=321	Rhodococcus qingshengii	25	321	Annotated
k141_1969 flag=1 multi=652.0000 len=2773	Rhodococcus qingshengii	25	2773	Annotated
k141_2240 flag=1 multi=272.0000 len=433	NA	NA	433	Unannotated
k141_673 flag=1 multi=668.0000 len=26636	Rhodococcus qingshengii	25	26636	Annotated
k141_1 flag=1 multi=678.0000 len=7095	Rhodococcus qingshengii	25	7095	Annotated
k141_9 flag=1 multi=567.0000 len=658	Rhodococcus qingshengii	26	658	Annotated
k141_1972 flag=1 multi=472.0000 len=1820	Rhodococcus qingshengii	25	1820	Annotated
k141_1029 flag=1 multi=3738.0000 len=583	Aspergillus flavus	15	583	Target
k141_1822 flag=1 multi=362.0000 len=2112	Pseudomonas aeruginosa	24	2112	Target
k141_27 flag=1 multi=533.0000 len=309	Hordeum vulgare subsp. vulgare	1	309	Target
k141_34 flag=1 multi=282.0000 len=381	Rhodococcus qingshengii	25	381	Annotated
k141_1097 flag=1 multi=652.0000 len=4484	Rhodococcus qingshengii	25	4484	Annotated
k141_1070 flag=1 multi=704.0000 len=4671	Rhodococcus qingshengii	25	4671	Annotated
k141_1639 flag=1 multi=203.0000 len=443	Stutzerimonas stutzeri	25	443	Target
k141_1221 flag=1 multi=325.0000 len=7251	Rhodococcus qingshengii	26	7251	Annotated
k141_788 flag=1 multi=683.0000 len=19586	Prescottella equi	26	19586	Target
k141_1649 flag=1 multi=635.0000 len=338	Filobasidium wieringae	1	338	Target
k141_1643 flag=1 multi=659.0000 len=2093	Prescottella equi	26	2093	Target
k141_428 flag=1 multi=896.0000 len=423	Bacillus gobiensis	1	423	Target
k141_2204 flag=1 multi=657.0000 len=435	Rhodococcus qingshengii	24	435	Annotated
k141_1272 flag=1 multi=624.0000 len=1721	Rhodococcus qingshengii	25	1721	Annotated
k141_577 flag=1 multi=787.0000 len=1560	Rhodococcus pyridinivorans	14	1560	Target
k141_581 flag=1 multi=505.0000 len=308	Rhodococcus qingshengii	25	308	Annotated
k141_2206 flag=1 multi=643.0000 len=8989	Prescottella equi	16	8989	Target
k141_391 flag=1 multi=744.0000 len=374	Rhodococcus qingshengii	25	374	Annotated
k141_1872 flag=1 multi=373.0000 len=3217	Rhodococcus qingshengii	25	3217	Annotated
k141_1693 flag=1 multi=206.0000 len=332	Rhodococcus qingshengii	25	332	Annotated
k141_1698 flag=1 multi=215.0000 len=337	Rhodococcus qingshengii	25	337	Annotated
k141_2018 flag=1 multi=153.0000 len=305	Rhodococcus qingshengii	25	305	Annotated
k141_1702 flag=1 multi=4226.0000 len=984	Rhodococcus qingshengii	10	984	Annotated
k141_1878 flag=1 multi=372.0000 len=1749	Rhodococcus qingshengii	26	1749	Annotated
k141_1875 flag=1 multi=677.0000 len=8050	Rhodococcus qingshengii	25	8050	Annotated
k141_2090 flag=1 multi=250.0000 len=329	Rhodococcus qingshengii	22	329	Annotated
k141_2311 flag=1 multi=725.0000 len=7025	Rhodococcus qingshengii	25	7025	Annotated
k141_2085 flag=1 multi=675.0000 len=2425	Rhodococcus qingshengii	25	2425	Annotated
k141_1043 flag=1 multi=196.0000 len=632	Sphingomonas sp. MM-1	2	632	Target
k141_384 flag=1 multi=361.0000 len=305	Mesobacillus jeotgali	1	305	Target
k141_1191 flag=1 multi=257.0000 len=444	Rhodococcus qingshengii	25	444	Annotated
k141_1193 flag=1 multi=647.0000 len=5304	Prescottella equi	26	5304	Target
k141_493 flag=1 multi=714.0000 len=10954	Rhodococcus qingshengii	25	10954	Annotated
k141_1165 flag=1 multi=652.0000 len=11565	Rhodococcus qingshengii	25	11565	Annotated
k141_1073 flag=1 multi=621.0000 len=1245	Rhodococcus qingshengii	26	1245	Annotated
k141_2043 flag=1 multi=743.0000 len=3523	Rhodococcus qingshengii	25	3523	Annotated
k141_1100 flag=1 multi=610.0000 len=1279	Rhodococcus qingshengii	25	1279	Annotated
k141_1388 flag=1 multi=286.0000 len=333	Rhodococcus qingshengii	25	333	Annotated
k141_290 flag=1 multi=1372.9544 len=536	Escherichia coli	95	536	Target
k141_1901 flag=1 multi=155.0000 len=333	Rhodococcus qingshengii	25	333	Annotated
k141_1906 flag=1 multi=289.0000 len=11154	Streptomyces albidoflavus	40	11154	Target
k141_2176 flag=1 multi=634.0000 len=1276	Rhodococcus qingshengii	25	1276	Annotated
k141_916 flag=1 multi=1694.0000 len=606	Corynespora cassiicola	18	606	Target
k141_1106 flag=1 multi=262.0000 len=658	NA	NA	658	Unannotated
k141_480 flag=1 multi=703.0000 len=775	Rhodococcus qingshengii	24	775	Annotated
k141_1811 flag=1 multi=892.0000 len=1972	Rhodococcus qingshengii	9	1972	Annotated
k141_535 flag=1 multi=348.0000 len=466	Pararoseomonas sp. SCSIO 73927	1	466	Target
k141_321 flag=1 multi=71.0000 len=335	NA	NA	335	Unannotated
k141_318 flag=1 multi=555.0000 len=380	Rhodococcus qingshengii	9	380	Annotated
k141_683 flag=1 multi=704.0000 len=2612	Prescottella equi	26	2612	Target
k141_327 flag=1 multi=53.0000 len=362	Burkholderia gladioli	18	362	Target
k141_505 flag=1 multi=492.0000 len=15214	Rhodococcus qingshengii	25	15214	Annotated
k141_676 flag=1 multi=1369.0000 len=569	Rhodococcus qingshengii	31	569	Annotated
k141_1974 flag=1 multi=693.0000 len=3589	Rhodococcus qingshengii	25	3589	Annotated
k141_1660 flag=1 multi=632.0000 len=592	Mycobacteroides abscessus	10	592	Target
k141_1437 flag=1 multi=695.0000 len=26735	Rhodococcus qingshengii	26	26735	Annotated
k141_1981 flag=1 multi=86.0000 len=560	Roseomonas mucosa	10	560	Target
k141_1666 flag=1 multi=185.0000 len=383	Rhodococcus qingshengii	25	383	Annotated
k141_1826 flag=1 multi=314.0000 len=1341	Rhodococcus qingshengii	25	1341	Annotated
k141_1989 flag=1 multi=119.0000 len=339	Rhodococcus qingshengii	25	339	Annotated
k141_403 flag=1 multi=682.0000 len=1281	Rhodococcus qingshengii	25	1281	Annotated
k141_1771 flag=1 multi=319.0000 len=2214	Rhodococcus qingshengii	25	2214	Annotated
k141_1133 flag=1 multi=706.0000 len=3159	Rhodococcus qingshengii	25	3159	Annotated
k141_1111 flag=1 multi=794.0000 len=529	Rhodococcus qingshengii	35	529	Annotated
k141_1880 flag=1 multi=147.0000 len=477	Rhodococcus qingshengii	25	477	Annotated
k141_653 flag=1 multi=678.0000 len=14602	Rhodococcus qingshengii	25	14602	Annotated
k141_1774 flag=1 multi=281.0000 len=393	Rhodococcus qingshengii	25	393	Annotated
k141_1449 flag=1 multi=760.0000 len=12418	Rhodococcus qingshengii	25	12418	Annotated
k141_2149 flag=1 multi=71.0000 len=305	NA	NA	305	Unannotated
k141_439 flag=1 multi=182.0000 len=322	Triticum aestivum	15	322	Target
k141_1001 flag=1 multi=124.0000 len=356	Rhodococcus qingshengii	25	356	Annotated
k141_955 flag=1 multi=359.0000 len=719	Rhodococcus qingshengii	25	719	Annotated
k141_1398 flag=1 multi=858.0000 len=931	Rhodococcus qingshengii	25	931	Annotated
k141_444 flag=1 multi=333.0000 len=673	Rhodococcus qingshengii	25	673	Annotated
k141_631 flag=1 multi=361.0000 len=431	NA	NA	431	Unannotated
k141_1462 flag=1 multi=299.0000 len=598	Rhodococcus qingshengii	25	598	Annotated
k141_756 flag=1 multi=105.0000 len=317	Rhodococcus qingshengii	25	317	Annotated
k141_625 flag=1 multi=343.0000 len=371	NA	NA	371	Unannotated
k141_205 flag=1 multi=1219.0000 len=415	Mesocricetus auratus	6	415	Target
k141_1742 flag=1 multi=608.0000 len=7402	Rhodococcus qingshengii	25	7402	Annotated
k141_758 flag=1 multi=700.0000 len=5151	Rhodococcus qingshengii	25	5151	Annotated
k141_547 flag=1 multi=551.0000 len=465	Rhodococcus qingshengii	26	465	Annotated
k141_246 flag=1 multi=41.0000 len=330	Limnobacter sp.	1	330	Target
k141_243 flag=1 multi=658.0000 len=12266	Rhodococcus qingshengii	25	12266	Annotated
k141_254 flag=1 multi=397.0000 len=311	Rhodococcus qingshengii	25	311	Annotated
k141_218 flag=1 multi=743.5109 len=325	NA	NA	325	Unannotated
k141_2349 flag=1 multi=117.0000 len=392	Paraburkholderia fungorum	8	392	Target
k141_216 flag=1 multi=618.0000 len=447	Rhodococcus qingshengii	25	447	Annotated
k141_333 flag=1 multi=69.0000 len=304	Roseomonas mucosa	2	304	Target
k141_331 flag=1 multi=721.0000 len=7102	Rhodococcus erythropolis	4	7102	Annotated
k141_1173 flag=1 multi=632.0000 len=1875	Rhodococcus qingshengii	25	1875	Annotated
k141_656 flag=1 multi=655.0000 len=3387	Prescottella equi	26	3387	Target
k141_2319 flag=1 multi=76.0000 len=413	Kangiella koreensis DSM 16069	1	413	Target
k141_506 flag=1 multi=643.0000 len=29441	Rhodococcus qingshengii	25	29441	Annotated
k141_1466 flag=1 multi=629.0000 len=3894	Rhodococcus qingshengii	9	3894	Annotated
k141_1849 flag=1 multi=495.0000 len=658	Rhodococcus qingshengii	25	658	Annotated
k141_1236 flag=1 multi=697.0000 len=15885	Rhodococcus qingshengii	26	15885	Annotated
k141_1328 flag=1 multi=750.0000 len=23691	Rhodococcus qingshengii	25	23691	Annotated
k141_1151 flag=1 multi=286.0000 len=719	Rhodococcus qingshengii	26	719	Annotated
k141_452 flag=1 multi=898.0000 len=21923	Rhodococcus qingshengii	31	21923	Annotated
k141_372 flag=1 multi=196.0000 len=358	Pichia kudriavzevii	2	358	Target
k141_406 flag=1 multi=705.0000 len=16011	Rhodococcus qingshengii	25	16011	Annotated
k141_962 flag=1 multi=358.0000 len=389	Rhodococcus qingshengii	25	389	Annotated
k141_1405 flag=1 multi=211.0000 len=555	Rhodococcus qingshengii	25	555	Annotated
k141_2023 flag=1 multi=159.0000 len=597	Rhodococcus qingshengii	25	597	Annotated
k141_1617 flag=1 multi=119.0000 len=440	Streptomyces sp. NBC_01267	1	440	Annotated
k141_1919 flag=1 multi=224.0000 len=348	Rhodococcus qingshengii	25	348	Annotated
k141_2218 flag=1 multi=661.0000 len=4464	Rhodococcus qingshengii	25	4464	Annotated
k141_1147 flag=1 multi=314.0000 len=316	Salvelinus alpinus	26	316	Target
k141_1150 flag=1 multi=737.0000 len=4166	Rhodococcus qingshengii	25	4166	Annotated
k141_764 flag=1 multi=653.0000 len=565	Rhodococcus qingshengii	24	565	Annotated
k141_2186 flag=1 multi=661.0000 len=4025	Rhodococcus qingshengii	25	4025	Annotated
k141_700 flag=1 multi=249.0000 len=306	Rhodococcus qingshengii	25	306	Annotated
k141_1181 flag=1 multi=658.0000 len=7218	Rhodococcus qingshengii	26	7218	Annotated
k141_334 flag=1 multi=494.0000 len=9027	Rhodococcus qingshengii	25	9027	Annotated
k141_2254 flag=1 multi=722.0000 len=22163	Rhodococcus qingshengii	25	22163	Annotated
k141_1960 flag=1 multi=223.0000 len=589	Rhodococcus qingshengii	25	589	Annotated
k141_2031 flag=1 multi=542.0000 len=855	Rhodococcus qingshengii	29	855	Annotated
k141_1297 flag=1 multi=707.0000 len=14040	Rhodococcus qingshengii	25	14040	Annotated
k141_881 flag=1 multi=681.0000 len=3870	Rhodococcus qingshengii	25	3870	Annotated
k141_667 flag=1 multi=491.0000 len=333	Rhodococcus qingshengii	25	333	Annotated
k141_2327 flag=1 multi=695.0000 len=4004	Rhodococcus qingshengii	25	4004	Annotated
k141_1240 flag=1 multi=391.0000 len=476	Rhodococcus qingshengii	25	476	Annotated
k141_890 flag=1 multi=670.0000 len=791	Rhodococcus qingshengii	25	791	Annotated
k141_2038 flag=1 multi=255.0000 len=731	Rhodococcus qingshengii	25	731	Annotated
k141_1745 flag=1 multi=1174.0000 len=21013	Rhodococcus erythropolis	11	21013	Annotated
k141_1155 flag=1 multi=334.0000 len=658	Rhodococcus qingshengii	25	658	Annotated
k141_261 flag=1 multi=645.0000 len=3716	Rhodococcus qingshengii	25	3716	Annotated
k141_2064 flag=1 multi=646.0000 len=739	Rhodococcus qingshengii	25	739	Annotated
k141_516 flag=1 multi=172.0000 len=306	Rhodococcus qingshengii	25	306	Annotated
k141_2100 flag=1 multi=659.0000 len=12759	Rhodococcus qingshengii	25	12759	Annotated
k141_805 flag=1 multi=905.0000 len=310	Chryseobacterium indoltheticum	4	310	Target
k141_2257 flag=1 multi=586.0000 len=2169	Rhodococcus qingshengii	26	2169	Annotated
k141_2067 flag=1 multi=673.0000 len=30059	Rhodococcus qingshengii	25	30059	Annotated
k141_1255 flag=1 multi=628.0000 len=325	Rhodococcus qingshengii	25	325	Annotated
k141_810 flag=1 multi=305.0000 len=422	Rhodococcus qingshengii	25	422	Annotated
k141_2288 flag=1 multi=689.0000 len=13374	Rhodococcus qingshengii	25	13374	Annotated
k141_1480 flag=1 multi=696.0000 len=6601	Rhodococcus qingshengii	25	6601	Annotated
k141_773 flag=1 multi=223.0000 len=348	Rhodococcus qingshengii	23	348	Annotated
k141_2291 flag=1 multi=597.0000 len=4055	Rhodococcus qingshengii	25	4055	Annotated
k141_2364 flag=3 multi=795.5790 len=1514	Rhodococcus qingshengii	25	1514	Annotated
k141_2073 flag=1 multi=316.0000 len=335	Rhodococcus qingshengii	25	335	Annotated
k141_2331 flag=1 multi=123.0000 len=454	Rhodococcus qingshengii	25	454	Annotated
k141_2105 flag=1 multi=132.0000 len=306	Stutzerimonas stutzeri	25	306	Target
k141_1497 flag=1 multi=104.0000 len=319	Brucella anthropi	3	319	Target
k141_301 flag=1 multi=115.0000 len=324	Salvelinus sp. IW2-2015	3	324	Target
k141_1792 flag=1 multi=354.0000 len=519	Rhodococcus qingshengii	25	519	Annotated
k141_167 flag=1 multi=180.0000 len=323	Rhodococcus qingshengii	25	323	Annotated
k141_713 flag=1 multi=1758.0000 len=1420	Rhodococcus qingshengii	24	1420	Annotated
k141_175 flag=1 multi=634.0000 len=1106	Rhodococcus qingshengii	25	1106	Annotated
k141_1490 flag=1 multi=39.0000 len=329	Limnobacter profundi	1	329	Target
k141_1537 flag=1 multi=637.0000 len=8031	Rhodococcus qingshengii	24	8031	Annotated
k141_1416 flag=1 multi=200.0000 len=327	Rhodococcus qingshengii	25	327	Annotated
k141_2119 flag=1 multi=219.0000 len=494	Rhodococcus qingshengii	25	494	Annotated
k141_80 flag=1 multi=158.0000 len=801	Rhodococcus qingshengii	25	801	Annotated
k141_47 flag=1 multi=375.0000 len=365	Oncorhynchus keta	30	365	Target
k141_50 flag=1 multi=740.0000 len=3181	Rhodococcus qingshengii	25	3181	Annotated
k141_411 flag=1 multi=144.0000 len=342	Triticum aestivum	38	342	Target
k141_2115 flag=1 multi=697.0000 len=600	Rhodococcus qingshengii	25	600	Annotated
k141_2119 flag=1 multi=219.0000 len=494	Rhodococcus qingshengii	25	494	Annotated
k141_80 flag=1 multi=158.0000 len=801	Rhodococcus qingshengii	25	801	Annotated
k141_47 flag=1 multi=375.0000 len=365	Oncorhynchus keta	30	365	Target
k141_50 flag=1 multi=740.0000 len=3181	Rhodococcus qingshengii	25	3181	Annotated
k141_411 flag=1 multi=144.0000 len=342	Triticum aestivum	38	342	Target
k141_2115 flag=1 multi=697.0000 len=600	Rhodococcus qingshengii	25	600	Annotated
k141_419 flag=1 multi=295.0000 len=408	Cloning vector pNTR-SD	1	408	Annotated
k141_900 flag=1 multi=395.0000 len=476	Rhodococcus qingshengii	25	476	Annotated
k141_2189 flag=1 multi=469.0000 len=437	Rhodococcus qingshengii	24	437	Annotated
