query	subject	cov	similarity
NC_042320.1	NC_023748.1	88.347486	92.344252
NC_042321.1	NC_022324.1	92.451373	93.317867
NC_042322.1	NC_004688.1	83.015236	94.903030
NC_042323.1	NC_022055.1	75.962848	89.119367
NC_042324.1	NC_021297.1	94.736126	96.728295
NC_042325.1	NC_028846.1	98.887926	95.230216
NC_042326.1	NC_024136.1	94.694537	95.635126
NC_042327.1	NC_023726.1	91.801922	92.820133
NC_042328.1	NC_054773.1	97.962831	93.588037
NC_042329.1	NC_042327.1	91.672550	92.687575
NC_042330.1	NC_029077.1	99.986461	99.126473
NC_042331.1	NC_054775.1	97.149737	96.434810
NC_042332.1	NC_023747.1	98.754791	97.386216
NC_042333.1	NC_028960.2	98.642205	94.376184
NC_042334.1	NC_022965.1	99.389335	98.272068
NC_042335.1	NC_028860.1	97.115463	95.240588
NC_042336.1	NC_022056.1	87.814967	95.795549
NC_042337.1	NC_028860.1	98.567455	98.520746
NC_042338.1	NC_026603.1	94.758556	83.749913
NC_042339.1	NC_054800.1	99.000000	95.283298
NC_042340.1	NC_042341.1	99.652483	90.911023
NC_042341.1	NC_042340.1	98.823070	90.907117
NC_042342.1	NC_073673.1	82.259844	94.575483
NC_042343.1	NC_028919.1	97.938262	94.950889
NC_042344.1	NC_042345.1	79.165405	77.447141
NC_042345.1	NC_042344.1	79.721588	77.438033
NC_042346.1	NC_005841.1	66.709439	92.628634
NC_042347.1	NC_055116.1	0.697704	68.712000
NC_042348.1	NC_042350.1	85.001254	91.600217
NC_042349.1	NC_042351.1	88.179217	96.433535
NC_042350.1	NC_042348.1	85.609277	91.538837
NC_042351.1	NC_042349.1	89.343384	96.432734
NC_042352.1	NC_042353.1	89.785889	98.397504
NC_042353.1	NC_042352.1	95.618882	98.534197
NC_042354.1	NC_042355.1	89.622726	92.992446
NC_042355.1	NC_042354.1	92.281157	92.984955
NC_042564.1	NC_048818.1	89.196084	94.641196
NC_043027.1	NC_031039.1	98.539634	98.738682
NC_043028.1	NC_055055.1	98.762170	96.821045
NC_043029.1	NC_062737.1	37.918410	72.023063
NC_043030.1	NA	NA	NA
NC_043031.1	NC_078989.1	79.287979	67.813446
NC_043032.1	NC_078988.1	52.848723	69.383000
NC_043033.1	NC_078990.1	80.252691	66.815353
NC_043034.1	NC_077836.1	99.895616	77.011000
NC_043035.1	NC_078928.1	98.698225	72.401000
NC_043036.1	NC_078880.1	97.639388	76.322000
NC_043037.1	NC_078881.1	99.119006	78.593000
NC_043038.1	NC_079139.1	2.909648	75.439000
NC_043039.1	NC_078873.1	4.674423	72.489013
NC_043040.1	NC_008955.1	1.862528	86.667000
NC_043041.1	NC_026928.1	2.351916	92.593000
NC_043041.1	NC_027132.1	2.351916	92.593000
NC_043041.1	NC_062736.1	2.351916	92.593000
NC_043042.1	NC_001493.2	8.467980	67.365844
NC_043043.1	NC_036579.1	2.143698	73.626000
NC_043044.1	NC_043466.1	60.409146	78.685000
NC_043045.1	NC_043051.1	42.814512	66.016609
NC_043046.1	NC_078940.1	18.996635	66.030061
NC_043047.1	NC_029013.1	2.295918	92.593000
NC_043048.1	NC_076512.1	99.872177	98.028000
NC_043049.1	NC_078940.1	14.052698	67.789187
NC_043050.1	NC_078971.1	12.327507	79.104209
NC_043051.1	NC_078973.1	57.345077	67.524000
NC_043052.1	NC_076513.1	100.000000	99.516000
NC_043053.1	NC_071030.1	2.389843	87.500000
NC_043054.1	NC_005261.3	99.986177	93.103490
NC_043056.1	NC_075564.1	100.000000	99.706000
NC_043058.1	NC_076963.1	80.808735	75.256684
NC_043059.1	NC_007646.1	100.000000	79.929000
NC_043060.1	NC_002531.1	100.000000	85.057000
NC_043061.1	NC_026421.1	99.890471	89.290000
NC_043062.1	NC_055139.1	100.000000	95.183000
NC_043063.1	NC_027916.2	64.743590	66.277000
NC_043064.1	NC_076239.1	100.000000	89.499000
NC_043065.1	NC_076145.1	92.014214	65.322000
NC_043066.1	NC_031215.1	94.280702	64.708000
NC_043067.1	NC_077192.1	17.658930	66.084629
NC_043068.1	NC_034560.1	100.000000	79.398000
NC_043069.1	NC_038705.1	100.000000	76.792000
NC_043070.1	NC_043527.1	99.279161	74.853000
NC_043071.1	NC_023422.1	29.847783	66.743637
NC_043072.1	NC_034381.1	96.586433	71.090000
NC_043073.1	NC_038300.1	100.000000	77.269000
NC_043074.1	NC_034553.1	100.000000	75.000000
NC_043075.1	NC_038298.1	82.604324	80.853886
NC_043076.1	NC_015493.1	72.160934	71.190651
NC_043077.1	NC_004439.1	96.069869	78.924000
NC_043078.1	NC_076896.1	98.096447	70.142000
NC_043079.1	NC_030746.1	75.336788	70.982567
NC_043080.1	NC_011540.1	99.553571	73.506000
NC_043081.1	NC_076711.1	74.128018	70.334007
NC_043082.1	NC_029086.1	41.947195	66.253371
NC_043083.1	NC_008266.1	85.937500	69.813000
NC_043084.1	NC_076633.1	100.000000	82.246000
NC_043085.1	NC_031089.1	49.107143	67.742000
NC_043086.1	NC_076638.1	30.922180	66.420251
NC_043087.1	NC_016404.1	61.274121	69.333941
NC_043088.1	NC_003602.1	48.473185	68.652716
NC_043089.1	NC_009532.1	62.331839	67.362518
NC_043090.1	NC_001480.1	94.265594	66.073000
NC_043091.1	NC_077017.1	87.962292	64.895000
NC_043092.1	NC_031503.1	100.000000	72.608000
NC_043093.1	NC_029902.1	61.646235	69.886000
NC_043094.1	AC_000009.1	100.000000	75.868000
NC_043094.1	NC_002702.1	100.000000	75.868000
NC_043095.1	NC_040591.1	84.682586	68.941266
NC_043096.1	NC_027711.1	33.684211	62.615402
NC_043097.1	NC_004579.1	67.065115	71.718631
NC_043098.1	NC_019494.1	71.849057	65.352218
NC_043099.1	NC_043098.1	32.304954	66.962102
NC_043100.1	NC_043101.1	52.722581	68.142570
NC_043101.1	NC_043100.1	62.767296	67.606300
NC_043102.1	NC_043103.1	53.177258	70.584150
NC_043103.1	NC_043102.1	64.253714	70.591487
NC_043104.1	NC_040635.1	48.412256	65.234919
NC_043105.1	NC_004667.1	6.594442	68.623679
NC_043106.1	NC_001598.1	21.147463	68.263084
NC_043107.1	NC_038421.1	28.087747	65.873309
NC_043108.1	NC_038421.1	19.508858	67.143264
NC_043109.1	NC_007647.1	10.871890	66.329394
NC_043110.1	NC_033693.1	99.695541	68.989000
NC_043111.1	NC_043114.1	100.000000	72.244000
NC_043112.1	NC_034007.1	100.000000	74.506000
NC_043113.1	NC_023424.1	100.000000	64.389000
NC_043114.1	NC_003675.1	100.000000	73.111000
NC_043115.1	NC_012534.1	100.000000	95.169000
NC_043116.1	NC_001563.2	99.903382	77.874000
NC_043117.1	NC_003635.1	99.307616	73.419000
NC_043118.1	NC_026620.1	99.307616	70.495000
NC_043119.1	NC_043418.1	100.000000	93.357000
NC_043120.1	NC_043418.1	100.000000	91.522000
NC_043121.1	NC_043119.1	100.000000	92.322000
NC_043122.1	NC_038970.1	98.212928	75.887000
NC_043123.1	NC_021481.1	90.248649	71.900154
NC_043124.1	NC_033427.1	96.117274	68.174000
NC_043125.1	NC_055376.1	100.000000	78.086000
NC_043126.1	NC_038514.1	67.327366	69.805781
NC_043127.1	NC_055377.1	91.876209	68.555000
NC_043128.1	NC_002687.1	100.000000	94.220000
NC_043129.1	NC_014767.1	60.846579	71.550111
NC_043130.1	NC_028112.1	29.624478	70.711075
NC_043131.1	NC_043306.1	100.000000	81.362000
NC_043132.1	NC_055493.1	98.151358	71.297000
NC_043133.1	NC_026759.1	99.834231	70.056000
NC_043134.1	NC_043133.1	77.520661	66.586044
NC_043135.1	NC_023014.1	84.092126	71.347000
NC_043136.1	NC_014325.1	86.851016	66.323000
NC_043137.1	NC_030847.1	85.593220	70.377000
NC_043138.1	NC_014252.1	77.542373	74.595000
NC_043139.1	NC_043151.1	71.669575	66.862427
NC_043140.1	NC_043162.1	99.846861	70.780000
NC_043141.1	NC_011918.1	63.241617	68.241392
NC_043142.1	NC_015393.1	99.429875	75.043000
NC_043143.1	NC_016441.1	100.000000	70.421000
NC_043144.1	NC_001445.1	73.313433	65.616990
NC_043145.1	NC_043148.1	100.000000	72.222000
NC_043146.1	NC_001785.1	72.289890	67.824348
NC_043147.1	NC_043143.1	85.398487	68.389000
NC_043148.1	NC_043145.1	100.000000	72.222000
NC_043149.1	NC_021786.1	72.800832	68.127904
NC_043150.1	NC_002509.2	66.578947	77.822000
NC_043151.1	NC_055600.1	99.547511	71.640000
NC_043152.1	NC_055601.1	82.584615	66.740000
NC_043153.1	NC_017967.1	88.224299	64.527000
NC_043154.1	NC_023175.1	71.698113	67.336965
NC_043155.1	NC_077072.1	54.141238	67.661000
NC_043156.1	NC_009742.1	99.513551	71.073000
NC_043157.1	NC_023014.1	87.529002	69.548000
NC_043158.1	NC_055520.1	63.525836	68.045373
NC_043159.1	NC_004039.1	84.805195	65.139000
NC_043160.1	NC_027706.1	78.165375	67.472000
NC_043161.1	NC_023628.1	59.585167	67.846310
NC_043162.1	NC_040650.1	99.691739	68.421000
NC_043163.1	NC_016441.1	87.952522	69.011000
NC_043164.1	NC_020072.1	79.038462	69.253055
NC_043165.1	NC_001555.1	89.115646	69.428000
NC_043166.1	NC_055568.1	49.471598	68.093519
NC_043167.1	NC_043424.1	86.763185	71.882576
NC_043168.1	NC_005288.1	99.882835	66.416000
NC_043169.1	NC_076610.1	63.323077	66.126531
NC_043170.1	NC_019409.1	89.454094	69.637000
NC_043171.1	NC_029076.1	71.977547	65.621377
NC_043172.1	NC_010736.1	80.112534	70.458741
NC_043173.1	NC_010736.1	96.610169	67.077717
NC_043174.1	NC_034405.1	84.457478	69.201896
NC_043175.1	NC_034485.1	99.977185	73.068000
NC_043176.1	NC_034474.1	91.902278	69.027000
NC_043177.1	NC_035461.1	18.837920	67.867955
NC_043178.1	NC_024446.1	100.000000	99.484000
NC_043179.1	NC_001266.1	100.000000	89.527000
NC_043180.1	NC_029904.1	97.713882	75.940000
NC_043181.1	NC_037586.1	100.000000	73.564000
NC_043182.1	NC_037582.1	89.911256	74.435565
NC_043183.1	NC_037580.1	100.000000	76.767000
NC_043184.1	NC_037581.1	99.959033	76.041000
NC_043185.1	NC_037579.1	100.000000	74.401000
NC_043186.1	NC_037584.1	99.868594	69.936000
NC_043187.1	NC_037585.1	87.185726	70.170648
NC_043188.1	NC_037587.1	99.915182	70.545000
NC_043189.1	NC_037588.1	84.738617	76.488956
NC_043190.1	NC_037583.1	85.494717	73.259774
NC_043191.1	NC_037589.1	63.250000	71.787767
NC_043192.1	NC_038564.1	47.653722	65.331934
NC_043193.1	NC_001550.1	96.616541	79.845000
NC_043194.1	NC_043195.1	97.779628	74.869859
NC_043195.1	NC_043194.1	94.012296	74.862936
NC_043196.1	NC_006934.1	100.000000	97.837000
NC_043197.1	NC_043492.1	99.874372	98.113000
NC_043198.1	NC_043402.1	100.000000	94.826000
NC_043199.1	NC_043403.1	100.000000	100.000000
NC_043200.1	NC_016963.1	100.000000	99.129000
NC_043201.1	NC_016963.1	100.000000	77.935000
NC_043202.1	NC_024777.1	100.000000	80.595000
NC_043203.1	NC_007067.1	30.506156	68.644000
NC_043204.1	NC_043205.1	100.000000	81.560000
NC_043205.1	NC_043204.1	100.000000	81.560000
NC_043206.1	NC_003853.1	65.261695	63.884885
NC_043207.1	NC_086347.1	100.000000	100.000000
NC_043208.1	NC_086346.1	100.000000	100.000000
NC_043209.1	NC_086348.1	100.000000	99.870000
NC_043210.1	NC_055429.1	2.095808	79.710000
NC_043211.1	NC_034976.1	100.000000	76.543000
NC_043212.1	NC_007447.1	95.494368	85.452000
NC_043213.1	NC_076940.1	83.476705	73.621669
NC_043214.1	NC_004037.2	99.671593	67.314000
NC_043215.1	NC_002685.2	99.925595	68.452000
NC_043216.1	NC_044938.1	100.000000	99.974000
NC_043217.1	NC_044938.1	90.958165	95.549000
NC_043218.1	NC_043666.1	54.273504	70.156637
NC_043219.1	NC_075035.1	5.555556	83.333000
NC_043220.1	NC_019507.1	4.124748	80.488000
NC_043220.1	NC_027996.1	4.124748	80.488000
NC_043221.1	NC_038786.1	43.063063	67.500000
NC_043222.1	NC_038787.1	76.455026	69.178000
NC_043223.1	NC_013756.1	99.751482	97.451956
NC_043224.1	NC_013756.1	100.000000	99.181000
NC_043225.1	NC_025412.1	100.000000	98.440000
NC_043226.1	NC_025412.1	99.330647	96.184411
NC_043227.1	NC_025412.1	99.564433	97.330674
NC_043228.1	NC_025412.1	99.029155	97.643215
NC_043231.1	NC_003412.1	91.257051	71.316000
NC_043232.1	NC_003412.1	97.822706	66.702000
NC_043233.1	NC_009898.1	86.941911	75.591276
NC_043234.1	NC_009898.1	90.527344	79.314000
NC_043235.1	NC_009899.1	91.985950	95.787604
NC_043236.1	NC_043235.1	99.912358	100.000000
NC_043237.1	NC_009899.1	27.257240	69.719212
NC_043238.1	NC_000852.5	100.000000	98.837000
NC_043239.1	NC_000852.5	100.000000	94.290635
NC_043240.1	NC_009898.1	99.007444	83.871000
NC_043241.1	NC_000852.5	100.000000	100.000000
NC_043242.1	NC_043252.1	44.302926	70.561000
NC_043243.1	NC_043254.1	23.638778	72.875404
NC_043244.1	NC_043252.1	17.038778	66.212000
NC_043245.1	NC_043252.1	6.633462	72.355000
NC_043246.1	NC_043247.1	67.929910	87.919812
NC_043247.1	NC_043246.1	94.040115	87.918591
NC_043248.1	NC_002687.1	62.806920	71.624000
NC_043249.1	NC_011183.1	9.058090	68.526417
NC_043250.1	NC_043254.1	35.361731	91.474907
NC_043251.1	NC_043255.1	25.143513	71.671673
NC_043252.1	NC_011183.1	32.062790	69.729670
NC_043253.1	NC_043252.1	71.232535	67.124570
NC_043254.1	NC_011183.1	25.635483	70.492011
NC_043255.1	NC_043251.1	7.370177	71.665351
NC_043256.1	NC_011183.1	3.122579	69.473498
NC_043257.1	NC_011183.1	18.033072	66.389212
NC_043258.1	NC_028094.1	11.502347	79.592000
NC_043259.1	NC_079139.1	15.589354	82.927000
NC_043260.1	NC_043270.1	33.702532	74.107000
NC_043261.1	NC_043267.1	14.008657	76.649425
NC_043262.1	NC_043264.1	5.623126	73.904337
NC_043263.1	NC_043271.1	44.676004	73.211353
NC_043264.1	NC_043262.1	4.359307	73.681930
NC_043265.1	NC_043267.1	40.900196	81.473842
NC_043266.1	NC_043261.1	5.142799	77.685450
NC_043267.1	NC_043261.1	18.646426	76.839334
NC_043268.1	NC_004062.1	10.105263	79.245000
NC_043269.1	NC_075035.1	2.925046	81.633000
NC_043270.1	NC_043260.1	16.900726	73.076109
NC_043271.1	NC_043263.1	37.693340	73.230065
NC_043272.1	NC_054984.1	8.012821	92.000000
NC_043272.1	NC_054985.1	8.012821	92.000000
NC_043273.1	NC_043267.1	3.564746	72.025215
NC_043274.1	NC_021246.1	16.969697	89.285500
NC_043275.1	NC_006650.1	100.000000	96.057000
NC_043276.1	NC_043277.1	100.000000	99.642000
NC_043277.1	NC_043276.1	100.000000	99.642000
NC_043278.1	NC_006650.1	100.000000	94.265000
NC_043278.1	NC_043282.1	100.000000	94.265000
NC_043279.1	NC_006636.1	100.000000	87.560000
NC_043280.1	NC_006648.1	99.880810	83.810000
NC_043281.1	NC_006650.1	100.000000	94.982000
NC_043281.1	NC_043375.1	100.000000	94.982000
NC_043282.1	NC_006650.1	100.000000	99.283000
NC_043283.1	NC_006633.1	100.000000	79.412000
NC_043284.1	NC_043299.1	99.312715	74.971000
NC_043285.1	NC_006639.1	100.000000	91.242000
NC_043286.1	NC_006642.1	99.858956	92.384000
NC_043287.1	NC_006633.1	99.111111	85.314000
NC_043288.1	NC_043300.1	100.000000	99.642000
NC_043289.1	NC_043302.1	100.000000	95.658000
NC_043290.1	NC_006639.1	27.064220	81.319000
NC_043291.1	NC_006636.1	100.000000	87.116000
NC_043292.1	NC_006639.1	94.131455	86.035000
NC_043293.1	NC_006633.1	100.000000	83.518000
NC_043294.1	NC_043300.1	100.000000	99.642000
NC_043295.1	NC_043297.1	100.000000	76.812693
NC_043296.1	NC_043297.1	100.000000	71.516000
NC_043297.1	NC_043295.1	87.005650	78.667188
NC_043298.1	NC_043300.1	100.000000	99.642000
NC_043299.1	NC_006639.1	99.770905	94.259000
NC_043300.1	NC_043288.1	100.000000	99.642000
NC_043300.1	NC_043294.1	100.000000	99.642000
NC_043300.1	NC_043298.1	100.000000	99.642000
NC_043301.1	NC_006633.1	99.735450	84.676000
NC_043302.1	NC_043289.1	100.000000	95.658000
NC_043303.1	NC_006642.1	100.000000	92.607000
NC_043304.1	NC_006648.1	100.000000	88.731000
NC_043305.1	NC_043378.1	100.000000	89.848000
NC_043306.1	NC_043131.1	100.000000	81.362000
NC_043307.1	NC_043354.1	80.658770	87.448861
NC_043308.1	NC_043337.1	86.276028	88.677365
NC_043309.1	NC_043339.1	84.461606	88.988429
NC_043310.1	NC_043356.1	26.695449	72.034323
NC_043311.1	NC_043358.1	82.363141	71.831693
NC_043312.1	NC_043347.1	76.726738	88.951756
NC_043313.1	NC_043314.1	47.437019	99.376639
NC_043314.1	NC_043313.1	40.226108	95.369975
NC_043315.1	NC_043338.1	91.929325	89.285498
NC_043316.1	NC_043346.1	86.567608	87.722158
NC_043317.1	NC_043361.1	65.233859	86.929506
NC_043318.1	NC_043348.1	77.275307	88.987196
NC_043319.1	NC_043358.1	77.015638	87.242203
NC_043320.1	NC_043347.1	64.328407	85.288055
NC_043321.1	NC_043357.1	95.052056	89.897259
NC_043322.1	NC_043356.1	86.572085	89.641953
NC_043323.1	NC_043349.1	90.905313	90.133122
NC_043324.1	NC_043340.1	72.805755	88.401150
NC_043325.1	NC_043342.1	82.012723	83.575646
NC_043326.1	NC_043345.1	70.761397	87.621380
NC_043327.1	NC_043341.1	83.674708	89.958243
NC_043328.1	NC_043344.1	90.977615	88.356357
NC_043329.1	NC_043360.1	84.726651	87.368089
NC_043330.1	NC_043350.1	85.387624	87.040243
NC_043331.1	NC_043351.1	73.706700	88.342863
NC_043332.1	NC_043343.1	81.011317	92.081957
NC_043333.1	NC_043344.1	12.036256	72.160882
NC_043334.1	NC_043362.1	30.806065	71.689500
NC_043335.1	NC_043340.1	78.136905	89.183507
NC_043336.1	NC_043352.1	59.120130	76.011968
NC_043337.1	NC_043308.1	92.532869	88.623638
NC_043338.1	NC_043315.1	89.235524	89.307030
NC_043339.1	NC_043309.1	86.059309	88.671074
NC_043340.1	NC_043324.1	45.330272	87.384073
NC_043341.1	NC_043359.1	100.000000	99.139684
NC_043342.1	NC_043325.1	82.231106	85.079131
NC_043343.1	NC_043332.1	96.141415	92.063812
NC_043344.1	NC_043328.1	64.899362	87.607623
NC_043345.1	NC_043326.1	93.485041	87.135450
NC_043346.1	NC_043316.1	88.655545	87.783672
NC_043347.1	NC_043312.1	80.315797	88.619363
NC_043348.1	NC_043318.1	92.941042	88.995884
NC_043349.1	NC_043323.1	90.442112	88.694297
NC_043350.1	NC_043330.1	94.953519	86.948680
NC_043351.1	NC_043331.1	90.250091	87.547269
NC_043352.1	NC_006639.1	42.757843	72.000905
NC_043353.1	NC_043342.1	93.082457	99.533357
NC_043354.1	NC_043307.1	90.576653	87.632546
NC_043355.1	NC_043338.1	96.844004	99.442412
NC_043356.1	NC_043322.1	80.644639	89.416037
NC_043357.1	NC_043321.1	99.721247	89.544876
NC_043358.1	NC_043319.1	88.733864	86.765974
NC_043359.1	NC_043341.1	100.000000	99.139673
NC_043360.1	NC_043329.1	87.118538	87.390058
NC_043361.1	NC_043317.1	88.536122	87.182127
NC_043362.1	NC_006637.1	47.101521	70.653513
NC_043363.1	NC_021248.1	99.653979	97.445000
NC_043364.1	NC_021249.1	99.867725	98.675000
NC_043365.1	NC_021248.1	100.000000	97.287000
NC_043366.1	NC_021249.1	100.000000	98.126000
NC_043367.1	NA	NA	NA
NC_043368.1	NC_020104.1	1.229314	80.769000
NC_043369.1	NC_043370.1	30.272823	98.180000
NC_043370.1	NC_043369.1	99.969997	98.351953
NC_043371.1	NC_028238.1	3.467742	83.721000
NC_043372.1	NC_005068.1	5.685279	78.947000
NC_043373.1	NC_031065.1	1.937046	87.500000
NC_043374.1	NC_006633.1	100.000000	91.168000
NC_043375.1	NC_006650.1	100.000000	95.699000
NC_043376.1	NC_006633.1	100.000000	86.408000
NC_043377.1	NC_006633.1	100.000000	89.660000
NC_043378.1	NC_043323.1	100.000000	77.107000
NC_043379.1	NC_006639.1	99.818841	92.950526
NC_043380.1	NC_043280.1	99.277978	82.871000
NC_043381.1	NC_006633.1	100.000000	89.971000
NC_043382.1	NC_001940.1	67.884105	92.514204
NC_043383.1	NC_016519.1	91.138159	67.278638
NC_043384.1	NC_016519.1	87.611111	69.674686
NC_043385.1	NC_003738.1	74.008051	69.105792
NC_043386.1	NC_003741.1	98.550725	70.545000
NC_043387.1	NC_043388.1	13.879599	96.787000
NC_043388.1	NC_006271.1	10.854766	65.625000
NC_043389.1	NC_006051.1	94.499751	68.773000
NC_043390.1	NC_055107.1	65.612648	64.817000
NC_043391.1	NC_043389.1	100.000000	79.412000
NC_043392.1	NC_038834.1	75.985477	65.995000
NC_043393.1	NC_038839.1	74.279570	67.597000
NC_043394.1	NC_040483.1	71.001867	65.120000
NC_043395.1	NC_030200.1	1.803279	100.000000
NC_043396.1	NC_005976.2	94.583808	70.574000
NC_043397.1	NC_005977.2	90.096463	64.070000
NC_043398.1	NC_024501.1	44.031180	64.686248
NC_043399.1	NC_029037.2	5.576592	70.988000
NC_043400.1	NC_003481.1	40.350877	70.884085
NC_043401.1	NC_003478.1	57.011192	74.298081
NC_043402.1	NC_016961.1	45.444739	68.687286
NC_043403.1	NC_003417.1	88.716148	68.183294
NC_043404.1	NC_001407.1	20.280083	95.652223
NC_043405.1	AC_000016.1	94.349868	68.607352
NC_043405.1	NC_001958.1	94.349868	68.607352
NC_043406.1	NC_010178.1	56.047844	66.178996
NC_043407.1	NC_034467.1	100.000000	74.938000
NC_043408.1	NC_003467.2	99.945010	74.802000
NC_043409.1	NC_034566.1	80.357143	80.851000
NC_043410.1	NC_075562.1	95.552307	99.737873
NC_043411.1	NC_034215.1	27.141569	72.819556
NC_043412.1	NC_003689.1	26.589786	63.581000
NC_043413.1	NC_043415.1	76.638966	67.364284
NC_043414.1	NC_014096.1	85.722910	67.995550
NC_043415.1	NC_038343.1	74.395633	70.360952
NC_043416.1	NC_026814.1	100.000000	95.392000
NC_043417.1	NC_076503.1	3.322476	76.469817
NC_043418.1	NC_043119.1	100.000000	93.357000
NC_043419.1	NC_014545.1	100.000000	94.178000
NC_043420.1	NC_014536.1	86.325267	68.150000
NC_043421.1	NC_043165.1	89.644417	69.945000
NC_043422.1	NC_001616.1	74.544350	65.283000
NC_043423.1	NC_030794.1	65.065502	65.227066
NC_043424.1	NC_017970.1	40.112872	68.424589
NC_043425.1	NC_014252.1	70.926302	70.526578
NC_043426.1	NC_007815.2	79.759217	81.893434
NC_043427.1	NC_026421.1	0.232997	80.328000
NC_043428.1	NC_043429.1	100.000000	89.207000
NC_043429.1	NC_043428.1	100.000000	89.207000
NC_043430.1	NC_001557.1	32.596233	66.833000
NC_043431.1	NC_001927.1	100.000000	86.993000
NC_043432.1	NC_025893.1	6.048663	66.210045
NC_043433.1	NC_015324.1	100.000000	85.951000
NC_043434.1	NC_034511.1	84.123026	68.481321
NC_043435.1	NC_078252.1	34.343434	64.583000
NC_043436.1	NC_034522.1	39.879880	66.898221
NC_043437.1	NC_078259.1	48.884381	64.934517
NC_043438.1	NC_079000.1	66.121032	67.197804
NC_043439.1	NC_031291.1	91.289023	67.972000
NC_043440.1	NC_040460.1	39.888636	66.954266
NC_043441.1	NC_038711.1	13.513514	72.386303
NC_043442.1	NC_040459.1	19.023569	66.045000
NC_043443.1	NC_079033.1	97.125567	79.185000
NC_043444.1	NC_079032.1	99.970388	75.447000
NC_043445.1	NC_010820.1	100.000000	81.019000
NC_043446.1	NC_039049.1	83.905630	73.889104
NC_043447.1	NC_003622.1	55.805820	65.799258
NC_043448.1	NC_004440.1	23.724321	66.987784
NC_043449.1	NC_013103.1	100.000000	100.000000
NC_043450.1	NC_018136.1	100.000000	95.891000
NC_043451.1	NC_018138.1	99.940048	95.321000
NC_043452.1	NC_018137.1	100.000000	95.003000
NC_043453.1	NC_038421.1	64.400609	70.285638
NC_043454.1	NC_076102.1	100.000000	99.658000
NC_043455.1	NC_076102.1	100.000000	99.925000
NC_043456.1	NC_076102.1	100.000000	98.564000
NC_043457.1	NC_076102.1	100.000000	99.287000
NC_043458.1	NC_043465.1	100.000000	100.000000
NC_043459.1	NC_076102.1	100.000000	98.195367
NC_043460.1	NC_043529.1	4.779080	79.245000
NC_043461.1	NC_076102.1	100.000000	99.128000
NC_043462.1	NC_076102.1	100.000000	100.000000
NC_043463.1	NC_076102.1	100.000000	99.568000
NC_043464.1	NC_076102.1	100.000000	99.908000
NC_043465.1	NC_076102.1	100.000000	99.318000
NC_043466.1	NC_043044.1	99.209486	78.685000
NC_043467.1	NC_043499.1	2.832675	81.395000
NC_043468.1	NC_075802.1	99.778271	73.333000
NC_043469.1	NC_049835.1	90.838717	82.967768
NC_043470.1	NC_043475.1	14.084507	70.305848
NC_043471.1	NC_043476.1	46.959459	64.594000
NC_043472.1	NC_076991.1	49.133110	66.919748
NC_043473.1	NC_043472.1	1.211362	83.051000
NC_043474.1	NC_046956.1	18.609433	67.247981
NC_043475.1	NC_043470.1	14.404190	70.305848
NC_043476.1	NC_043471.1	47.395603	64.594000
NC_043477.1	NC_002323.1	0.903096	78.125000
NC_043478.1	NC_016447.1	1.776316	92.593000
NC_043479.1	NA	NA	NA
NC_043480.1	NC_014637.1	8.316832	72.619000
NC_043481.1	NC_078330.1	3.974026	75.816882
NC_043482.1	NC_078329.1	28.854498	68.274892
NC_043483.1	NC_076204.1	97.754198	71.650000
NC_043484.1	NC_031217.1	0.973523	72.388000
NC_043485.1	NC_077127.1	32.082160	63.954000
NC_043486.1	NC_024376.1	1.557992	72.413728
NC_043487.1	NC_038291.1	68.592416	66.672855
NC_043488.1	NC_020899.1	80.120600	68.498803
NC_043489.1	NC_043488.1	67.433432	69.242226
NC_043490.1	NC_046956.1	8.979199	68.779540
NC_043491.1	NC_038512.1	0.919416	75.000000
NC_043492.1	NC_043496.1	93.577982	99.877243
NC_043493.1	NC_043197.1	100.000000	97.668000
NC_043494.1	NC_043493.1	100.000000	99.203000
NC_043495.1	NC_043496.1	100.000000	99.748000
NC_043496.1	NC_043492.1	98.391089	99.874000
NC_043497.1	NC_043495.1	100.000000	99.497000
NC_043497.1	NC_043496.1	100.000000	99.497000
NC_043498.1	NC_043495.1	100.000000	99.623000
NC_043498.1	NC_043496.1	100.000000	99.623000
NC_043499.1	NC_079139.1	0.863061	79.365000
NC_043500.1	NC_078133.1	0.778345	84.444333
NC_043501.1	NC_062771.1	3.089598	78.333000
NC_043502.1	NC_015468.1	99.970606	91.187000
NC_043503.1	NC_015469.1	100.000000	96.777000
NC_043504.1	NC_015467.1	100.000000	97.297000
NC_043505.1	NC_048215.1	99.969995	83.488014
NC_043506.1	NC_043676.1	92.604502	68.470000
NC_043507.1	NC_043678.1	60.168008	66.208000
NC_043508.1	NC_043677.1	26.206897	68.569002
NC_043509.1	NC_029128.1	5.921250	66.497000
NC_043510.1	NC_078061.1	33.648921	65.518787
NC_043511.1	NC_055405.1	23.911904	64.179000
NC_043512.1	NC_012699.1	3.991659	70.379772
NC_043513.1	NC_055126.1	100.000000	83.424000
NC_043514.1	NC_007730.2	100.000000	83.224000
NC_043515.1	NC_033720.1	37.870680	65.716589
NC_043516.1	NC_024078.1	39.080460	68.212609
NC_043517.1	NC_055594.1	100.000000	84.090000
NC_043518.1	NC_032892.1	10.975217	64.497238
NC_043519.1	NC_032904.1	44.796485	68.310622
NC_043520.1	NC_001623.1	55.966773	70.488221
