fragment	sample	count	start	alignment
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	107	264	7S27M16S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	30	264	23S27M
k141_80	SRR24415953	1591	262	32M69S
k141_80	ZZMAX56354-1R-1L-UDB-128-S250011308-L1-NA	16	264	15S27M8S
k141_80	SRR24415953	1702	265	29M72S
k141_79	SRR24415951	62	278	26S75M
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	133	264	15S27M8S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	110	264	27M23S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	93	264	27M23S
k141_80	MAX67345-1RL-UDB-140-S200028062-L1-NA	24	264	4S27M19S
k141_80	SRR24415953	986	261	56S33M12S
k141_80	SRR24415953	197	261	24S33M44S
k141_80	MAX62265-1RL-UDB-141-S200028062-L1-NA	22	264	21S27M2S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	171	264	22S27M1S
k141_80	MAX86740-1RL-UDB-174-S200035510-L1-NA	16	264	4S27M19S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	298	264	24S26M
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	14	264	13S27M10S
k141_102	21JS942023-1RL-UDB-186-S250006941-L1-NA	2	454	7S30M13S
k141_80	SRR24415953	1631	264	30M71S
k141_80	ZZMAX94724-1R-1L-UDB-129-S200045952-L1-NA	20	261	23S26M1S
k141_80	MAX74515-1RL-UDB-111-S200033138-L1-NA	62	264	3S27M20S
k141_80	MAX74858-1RL-UDB-109-S200032951-L1-NA	24	264	13S27M10S
k141_80	MBX64879-1RL-UDB-110-S200032745-L1-NA	43	264	5S27M18S
k141_376	ZZMAX19690-1R-1L-UDB-122-S250018768-L1-NA	10	2345	1S47M2S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	94	264	27M23S
k141_80	SRR24415953	622	261	6S33M62S
k141_80	SRR24415953	46	261	24S33M44S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	68	264	5S27M18S
k141_80	SRR24415953	1479	261	34S33M34S
k141_80	SRR24415953	398	261	51S33M17S
k141_80	21JS942018-1RL-UDB-120-S200043845-L1-NA	4	261	15S26M9S
k141_80	MAX86023-1RL-UDB-110-S200043840-L1-NA	62	261	24S26M
k141_80	SRR24415953	984	261	56S33M12S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	68	264	11S27M12S
k141_80	SRR24415953	994	261	34S33M34S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	37	264	23S27M
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	50	264	22S27M1S
k141_80	SRR24415953	996	261	36S33M32S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	60	264	22S27M1S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	272	264	27M23S
k141_80	ZZMAX94724-1R-1L-UDB-129-S200045952-L1-NA	7	261	16S26M8S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	69	264	2S27M21S
k141_80	SRR24415953	787	261	29S33M39S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	217	264	10S27M13S
k141_80	MAX84770-1RL-UDB-121-S200038095-L1-NA	19	261	17S26M7S
k141_99	SRR22831173	25	1126	29S43M28S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	78	264	22S27M1S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	18	264	22S27M1S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	59	264	22S27M1S
k141_80	SRR24415953	1311	261	18S33M50S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	261	264	3S27M20S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	438	264	5S27M18S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	48	264	19S27M4S
k141_80	MAX75585-1RL-UDB-181-S200036546-L1-NA	20	264	15S27M8S
k141_80	SRR24415953	420	261	4S33M64S
k141_102	SRR24442882	8	209	101M
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	105	264	22S27M1S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	178	264	12S27M11S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	34	264	24S26M
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	37	264	24S26M
k141_80	SRR24415953	230	261	4S33M64S
k141_80	SRR24415953	1216	261	36S33M32S
k141_267	NY22JS020242-2D-1L-UDB-142-S250028473-L1-NA	2	2137	40M10S
k141_79	SRR24415951	22	278	26S75M
k141_80	SRR24415953	958	261	68S33M
k141_80	SRR24415953	1153	261	47S33M21S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	143	264	24S26M
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	107	264	24S26M
k141_80	MAX75585-1RL-UDB-181-S200036546-L1-NA	13	264	1S27M22S
k141_102	21JS933134-2DL-AD-DH-UDB-112-S200035451-L1-NA	4	453	8S29M13S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	192	264	13S27M10S
k141_80	SRR24415953	1511	261	7S33M61S
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	20	264	20S27M3S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	92	264	23S27M
k141_80	MAX85338-1RL-UDB-141-S200039026-L1-NA	6	262	23S27M
k141_80	ZZMAX120264-1R-1L-UDB-176-S250026347-L1-NA	29	261	17S26M7S
k141_80	SRR24415953	1709	266	28M73S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	223	264	21S27M2S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	56	264	22S27M1S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	74	264	6S27M17S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	35	264	24S26M
k141_80	MAX62265-1RL-UDB-141-S200028062-L1-NA	13	264	21S27M2S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	5	264	23S27M
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	22	264	22S27M1S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	275	264	6S27M17S
k141_102	SRR24414150	8	143	1S32M1D4M1I62M1S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	14	264	12S27M11S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	100	264	12S27M11S
k141_80	ZZMBX124549-1R-1L-UDB-105-S250026228-L1-NA	1	260	24S26M
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	32	264	23S27M
k141_80	MAX74844-1RL-UDB-112-S200032745-L1-NA	3	264	1S27M22S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	60	264	15S27M8S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	76	264	5S27M18S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	12	264	22S27M1S
k141_80	SRR24415953	33	261	62S33M6S
k141_80	20JS80412-1RL-UDB-191-S200028715-L1-NA	25	264	5S27M18S
k141_80	SRR24415953	943	261	36S33M32S
k141_80	ZZ21JS942192-1R-1L-UDB-100-S200042724-L1-NA	1	261	15S26M9S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	71	264	7S27M16S
k141_80	SRR24415953	1016	261	55S33M13S
k141_80	21JS942018-1RL-UDB-120-S200043845-L1-NA	5	261	15S26M9S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	335	264	27M23S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	30	264	15S27M8S
k141_80	MAX86740-1RL-UDB-174-S200035510-L1-NA	15	264	5S27M18S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	127	264	9S27M14S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	342	264	23S27M
k141_80	SRR24415953	552	261	30S33M38S
k141_80	SRR24415953	704	261	55S33M13S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	90	264	7S27M16S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	190	264	9S27M14S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	145	264	6S27M17S
k141_80	SRR24415953	1064	261	68S33M
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	9	264	15S27M8S
k141_80	MAX70211-1RL-UDB-167-S200028717-L1-NA	6	264	20S27M3S
k141_80	SRR24415953	3	260	29S34M38S
k141_80	SRR24415953	1009	261	25S33M43S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	61	264	24S26M
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	91	264	27M23S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	220	264	23S27M
k141_99	SRR22831173	1	1126	29S43M28S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	77	264	5S27M18S
k141_80	MAX86023-1RL-UDB-110-S200043840-L1-NA	18	261	18S26M6S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	165	264	12S27M11S
k141_80	SRR24415953	1467	261	66S33M2S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	8	261	16S26M8S
k141_80	SRR24415953	409	261	53S33M15S
k141_80	SRR24415953	1459	261	6S33M62S
k141_80	MAX84770-1RL-UDB-121-S200038095-L1-NA	32	264	4S27M19S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	18	264	24S26M
k141_267	21JS83651301-1DL-DH-UDB-156-S200028684-L1-NA	1	2134	1S43M6S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	54	264	27M23S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	381	264	5S27M18S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	44	264	20S27M3S
k141_80	SRR24415953	933	261	39S33M29S
k141_80	SRR24415953	152	261	24S33M44S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	79	264	17S27M6S
k141_80	MAX70409-1RL-UDB-159-S200029022-L1-NA	4	261	23S26M1S
k141_80	MBX64879-1RL-UDB-110-S200032745-L1-NA	52	264	5S27M18S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	79	264	11S27M12S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	101	264	2S27M21S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	54	264	22S27M1S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	39	264	22S27M1S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	59	264	22S27M1S
k141_80	SRR24415953	207	261	24S33M44S
k141_80	MAX75382-1RL-UDB-158-S200033165-L1-NA	6	258	20S29M1S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	427	264	5S27M18S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	90	264	24S26M
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	54	264	22S27M1S
k141_80	SRR24415953	1638	264	30M71S
k141_80	SRR24415953	273	261	4S33M64S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	53	264	22S27M1S
k141_80	SRR24415953	1664	265	29M72S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	15	264	22S27M1S
k141_80	SRR24415953	1505	261	46S33M22S
k141_80	SRR24415953	1126	261	30S33M38S
k141_80	SRR24415953	660	261	7S33M61S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	155	264	22S27M1S
k141_436	ZZ21JS942729-AD-1D-1L-UDB-147-S250015865-L1-NA	1	1096	14S34M2S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	109	264	12S27M11S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	40	264	22S27M1S
k141_79	SRR22831222	2	34	12S44M1I4M1D38M1S
k141_80	SRR24415953	332	261	50S33M18S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	59	264	13S27M10S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	2	264	13S27M10S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	96	264	22S27M1S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	30	264	15S27M8S
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	3	264	13S27M10S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	316	264	12S27M11S
k141_80	SRR24415953	170	261	30S33M38S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	18	264	13S27M10S
k141_80	MAX7607201-1RL-UDB-128-S200033143-L1-NA	53	264	20S27M3S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	117	264	15S27M8S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	232	264	27M23S
k141_414	ZZMAX120264-1R-1L-UDB-176-S250026347-L1-NA	8	4079	12S26M12S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	100	264	22S27M1S
k141_80	21JS836488-1RL-UDB-110-S200028620-L1-NA	6	264	20S27M3S
k141_80	21JS836538-1RL-UDB-99-S200030036-L1-NA	12	264	27M23S
k141_80	MAX85338-1RL-UDB-141-S200039026-L1-NA	5	262	23S27M
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	117	264	27M23S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	122	264	12S27M11S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	187	264	4S27M19S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	39	264	14S27M9S
k141_80	MAX86740-1RL-UDB-174-S200035510-L1-NA	30	264	5S27M18S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	69	264	12S27M11S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	75	264	2S27M21S
k141_79	SRR22831213	25	316	41M59S
k141_364	21JS942199-1RL-UDB-142-S200042400-L1-NA	2	487	5S29M16S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	224	264	22S27M1S
k141_80	SRR24415953	110	261	53S33M15S
k141_258	PMBX62454-1DL-DH-UDB-191-S200028723-L1-NA	1	261	50M
k141_80	SRR24415953	1220	261	46S33M22S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	3	264	23S27M
k141_80	SRR24415953	1042	261	50S33M18S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	174	264	24S26M
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	18	264	15S27M8S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	347	264	3S27M20S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	85	264	20S27M3S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	186	264	9S27M14S
k141_80	SRR24415953	1455	261	55S33M13S
k141_102	SRR24414150	32	143	1S32M1D4M1I62M1S
k141_80	MAX67345-1RL-UDB-140-S200028062-L1-NA	6	264	5S27M18S
k141_80	MAX85916-1RL-UDB-119-S200042499-L1-NA	4	261	20S26M4S
k141_80	SRR24415953	518	261	24S33M44S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	28	264	22S27M1S
k141_99	SRR22831173	4	1126	29S43M28S
k141_80	ZZMAX120264-1R-1L-UDB-176-S250026347-L1-NA	19	261	17S26M7S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	21	264	13S27M10S
k141_80	SRR24415953	1714	266	28M73S
k141_80	SRR24415953	531	261	15S33M53S
k141_80	MAX74515-1RL-UDB-111-S200033138-L1-NA	1	264	15S27M8S
k141_80	SRR24415953	968	261	53S33M15S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	334	264	14S27M9S
k141_80	MAX74776-1RL-UDB-110-S200032951-L1-NA	10	261	20S26M4S
k141_80	SRR24415953	496	261	4S33M64S
k141_80	SRR24415953	786	261	55S33M13S
k141_80	SRR24415953	995	261	8S33M60S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	3	264	19S27M4S
k141_80	SRR24415953	1305	261	25S33M43S
k141_414	ZZMAX120264-1R-1L-UDB-176-S250026347-L1-NA	7	4079	12S26M12S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	78	264	24S26M
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	49	264	23S27M
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	117	264	5S27M18S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	97	264	5S27M18S
k141_80	SRR24415953	377	261	22S33M46S
k141_80	SRR24415953	1450	261	30S33M38S
k141_80	MAX63544-1RL-UDB-190-S200028715-L1-NA	17	264	22S27M1S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	172	264	5S27M18S
k141_80	SRR24415953	113	261	62S33M6S
k141_80	SRR24415953	458	261	43S33M25S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	148	264	5S27M18S
k141_80	MAX63380-1RL-UDB-121-S200032962-L1-NA	59	264	1S27M22S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	29	264	13S27M10S
k141_80	MAX86740-1RL-UDB-174-S200035510-L1-NA	3	264	4S27M19S
k141_80	SRR24415953	604	261	55S33M13S
k141_80	MAX62265-1RL-UDB-141-S200028062-L1-NA	40	264	21S27M2S
k141_80	SRR24415953	9	261	53S33M15S
k141_80	MAX63380-1RL-UDB-121-S200032962-L1-NA	40	264	11S27M12S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	65	264	13S27M10S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	231	264	6S27M17S
k141_80	SRR24415953	1541	261	30S33M38S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	112	264	27M23S
k141_80	SRR24415953	449	261	4S33M64S
k141_80	SRR24415953	1464	261	8S33M60S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	95	264	13S27M10S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	147	264	13S27M10S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	142	264	7S27M16S
k141_414	ZZMAX120264-1R-1L-UDB-176-S250026347-L1-NA	6	4079	11S26M12S
k141_80	SRR24415953	742	261	41S33M27S
k141_102	21JS933134-2DL-AD-DH-UDB-112-S200035451-L1-NA	6	453	3S29M18S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	72	264	27M23S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	97	264	14S27M9S
k141_79	SRR22831208	1	461	10S53M37S
k141_80	SRR24415953	130	261	40S33M28S
k141_80	SRR24415953	1560	262	32M69S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	155	264	27M23S
k141_80	MAX86023-1RL-UDB-110-S200043840-L1-NA	6	261	18S26M6S
k141_80	ZZ21JS942841-1R-1L-UDB-156-S200042786-L1-NA	14	261	24S26M
k141_79	SRR22831213	14	45	31M69S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	113	264	22S27M1S
k141_424	ZZ22JS023158-AD-DH-1D-1L-UDB-152-S250015704-L1-NA	3	970	7S32M11S
k141_80	MAX75185-1RL-UDB-159-S200033165-L1-NA	51	264	27M23S
k141_80	SRR24415953	1608	262	32M69S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	254	264	9S27M14S
k141_80	SRR24415953	889	261	36S33M32S
k141_80	MAX75185-1RL-UDB-159-S200033165-L1-NA	19	264	22S27M1S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	113	264	7S27M16S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	77	264	13S27M10S
k141_80	SRR24415953	629	261	53S33M15S
k141_80	MAX63380-1RL-UDB-121-S200032962-L1-NA	22	264	12S27M11S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	268	264	6S27M17S
k141_80	MAX62265-1RL-UDB-141-S200028062-L1-NA	11	264	21S27M2S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	262	264	9S27M14S
k141_80	SRR24415953	562	261	36S33M32S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	8	264	22S27M1S
k141_80	SRR24415953	108	261	40S33M28S
k141_80	MAX74844-1RL-UDB-112-S200032745-L1-NA	13	264	1S27M22S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	119	264	22S27M1S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	150	264	20S27M3S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	102	264	22S27M1S
k141_102	SRR24414150	20	143	1S32M1D4M1I62M1S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	4	264	23S27M
k141_80	MAX74858-1RL-UDB-109-S200032951-L1-NA	44	265	26M24S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	7	264	19S27M4S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	169	264	22S27M1S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	160	264	7S27M16S
k141_80	ZZ22JS023188-1R-1L-UDB-141-S250015849-L1-NA	2	261	22S26M2S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	19	264	22S27M1S
k141_80	SRR24415953	1411	261	53S33M15S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	47	264	9S27M14S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	149	264	6S27M17S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	99	264	12S27M11S
k141_80	ZZMAX120264-1R-1L-UDB-176-S250026347-L1-NA	43	261	17S26M7S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	386	264	12S27M11S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	44	264	13S27M10S
k141_80	21JS836538-1RL-UDB-99-S200030036-L1-NA	4	264	27M23S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	447	264	5S27M18S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	82	264	22S27M1S
k141_80	SRR24415953	424	261	11S33M57S
k141_79	SRR24415951	26	278	21S79M1S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	214	264	22S27M1S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	143	264	7S27M16S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	83	264	15S27M8S
k141_80	SRR24415953	1507	261	34S33M34S
k141_80	SRR24415953	73	261	4S33M64S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	108	264	27M23S
k141_424	21JS836481-1DL-DH-UDB-116-S200027784-L1-NA	1	2015	3S32M15S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	118	264	3S27M20S
k141_80	MAX74776-1RL-UDB-110-S200032951-L1-NA	1	261	18S26M6S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	443	264	3S27M20S
k141_80	SRR24415953	1125	261	6S33M62S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	27	264	22S27M1S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	56	264	22S27M1S
k141_80	SRR24415953	1466	261	55S33M13S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	70	264	27M23S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	136	264	27M23S
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	43	264	3S27M20S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	71	264	13S27M10S
k141_80	SRR24415953	728	261	68S33M
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	2	264	24S26M
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	62	264	10S27M13S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	100	264	9S27M14S
k141_80	SRR24415953	1543	261	29S33M39S
k141_80	SRR24415953	410	261	24S33M44S
k141_80	SRR24415953	323	261	40S33M28S
k141_80	SRR24415953	476	261	53S33M15S
k141_80	ZZMAX94724-1R-1L-UDB-129-S200045952-L1-NA	13	261	16S26M8S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	87	264	11S27M12S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	126	264	12S27M11S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	130	264	22S27M1S
k141_80	SRR24415953	1448	261	30S33M38S
k141_80	SRR24415953	143	261	15S33M53S
k141_80	SRR24415953	306	261	16S33M52S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	318	264	3S27M20S
k141_80	SRR24415953	1420	261	36S33M32S
k141_80	MAX63380-1RL-UDB-121-S200032962-L1-NA	69	264	1S27M22S
k141_80	SRR24415953	1673	265	29M72S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	22	264	22S27M1S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	107	264	13S27M10S
k141_80	SRR24415953	104	261	30S33M38S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	111	264	24S26M
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	239	264	3S27M20S
k141_80	SRR24415953	157	261	64S33M4S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	210	264	12S27M11S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	12	264	15S27M8S
k141_80	ZZ21JS942841-1R-1L-UDB-156-S200042786-L1-NA	7	261	22S26M2S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	221	264	3S27M20S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	17	264	23S27M
k141_64	ZZ21JS820346-DH-1D-1L-UDB-133-S250007165-L1-NA	1	13	8S27M15S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	69	264	15S27M8S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	186	264	13S27M10S
k141_80	SRR24415953	1421	261	46S33M22S
k141_80	SRR24415953	1547	261	18S33M50S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	32	264	19S27M4S
k141_80	MAX7607201-1RL-UDB-128-S200033143-L1-NA	39	264	15S27M8S
k141_80	ZZMAX56354-1R-1L-UDB-128-S250011308-L1-NA	14	264	15S27M8S
k141_80	MAX75382-1RL-UDB-158-S200033165-L1-NA	4	258	20S29M1S
k141_80	MAX7607201-1RL-UDB-128-S200033143-L1-NA	16	264	22S27M1S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	65	264	13S27M10S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	15	264	24S26M
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	196	264	24S26M
k141_80	SRR24415953	925	261	30S33M38S
k141_80	MAX63544-1RL-UDB-190-S200028715-L1-NA	24	264	13S27M10S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	6	264	24S26M
k141_446	MAX75211-2DL-DH-UDB-182-S200033155-L1-NA	1	4122	30M20S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	209	264	22S27M1S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	241	264	27M23S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	40	264	22S27M1S
k141_414	ZZMAX120264-1R-1L-UDB-176-S250026347-L1-NA	2	4079	12S26M12S
k141_80	SRR24415953	1039	261	8S33M60S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	97	264	22S27M1S
k141_80	MAX74858-1RL-UDB-109-S200032951-L1-NA	19	264	22S27M1S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	11	264	15S27M8S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	129	264	27M23S
